排名,回測開始日期,回測結束日期,策略方案,持股檔數,持倉天數,累積總報酬率(%),年化報酬率CAGR(%),最大回撤MDD(%),勝率(%),獲利因子,總交易次數,2021報酬(%),2022空頭(%),2023主升(%),2024報酬(%),2025報酬(%),2026迄今(%)
594,"2021-01-01","2026-08-05","方案 D",1,120,50.91,7.64,70.41,39.8,1.27,88,-33.82,-42.35,38.70,67.10,50.01,13.77
595,"2021-01-01","2026-08-05","方案 D",1,180,50.91,7.64,70.41,39.8,1.27,88,-33.82,-42.35,38.70,67.10,50.01,13.77
596,"2021-01-01","2026-08-05","方案 D",1,240,50.91,7.64,70.41,39.8,1.27,88,-33.82,-42.35,38.70,67.10,50.01,13.77
597,"2021-01-01","2026-08-05","方案 D",1,300,50.91,7.64,70.41,39.8,1.27,88,-33.82,-42.35,38.70,67.10,50.01,13.77
598,"2021-01-01","2026-08-05","方案 D",1,360,50.91,7.64,70.41,39.8,1.27,88,-33.82,-42.35,38.70,67.10,50.01,13.77
599,"2021-01-01","2026-08-05","方案 B",3,5,49.68,7.48,53.49,43.1,1.12,710,-7.10,-44.27,28.35,17.46,64.81,16.37
600,"2021-01-01","2026-08-05","方案 B",1,10,48.51,7.33,70.22,44.6,1.16,177,-47.04,-39.16,25.35,105.60,71.58,4.24
601,"2021-01-01","2026-08-10","方案 C",3,5,47.57,7.19,55.17,44.0,1.12,532,3.43,-51.88,26.37,26.34,82.39,1.82
602,"2021-01-01","2026-08-05","方案 C",3,5,47.29,7.17,51.99,44.4,1.10,736,-1.35,-45.93,53.02,13.09,45.78,9.46
603,"2021-01-01","2026-08-10","方案 C",3,10,47.28,7.15,48.21,50.0,1.14,346,-7.71,-40.01,30.41,33.14,43.53,6.75
604,"2021-01-01","2026-08-10","方案 B",2,5,44.90,6.84,70.62,40.9,1.14,421,-34.39,-50.95,13.87,72.83,106.64,10.70
605,"2021-01-01","2026-08-05","方案 B",2,5,44.40,6.79,70.62,40.9,1.13,421,-34.39,-50.95,13.87,72.83,106.64,10.32
606,"2024-01-01","2024-06-01","方案 D",5,30,43.99,140.15,13.28,61.3,2.57,31,0.00,0.00,0.00,43.99,0.00,0.00
607,"2021-01-01","2026-08-10","方案 E",2,5,42.89,6.58,69.29,40.2,1.12,438,-36.01,-46.19,18.95,68.35,98.99,4.14
608,"2021-01-01","2026-08-10","方案 C",2,5,42.38,6.51,70.89,42.9,1.13,347,-34.29,-50.93,30.17,58.96,119.60,-2.82
609,"2021-01-01","2026-08-05","方案 D",2,5,40.99,6.34,61.39,43.3,1.11,379,-9.03,-52.75,58.04,-1.96,127.66,-7.03
610,"2021-01-01","2026-08-10","方案 D",2,5,40.99,6.32,61.39,43.3,1.11,379,-9.03,-52.75,58.04,-1.96,127.66,-7.03
611,"2021-01-01","2026-08-05","方案 A",2,10,38.71,6.03,77.95,42.1,1.14,278,-40.13,-61.20,31.84,120.91,51.40,35.44
612,"2021-01-01","2026-08-05","方案 D",3,5,37.57,5.87,55.08,44.1,1.09,535,12.41,-52.20,48.00,-2.70,81.78,-2.20
613,"2021-01-01","2026-08-10","方案 D",3,5,37.57,5.86,55.08,44.1,1.09,535,12.41,-52.20,48.00,-2.70,81.78,-2.20
614,"2021-01-01","2026-08-05","方案 C",2,5,37.16,5.81,73.50,42.2,1.11,424,-41.24,-50.06,29.96,70.16,97.59,6.97
615,"2021-01-01","2026-08-10","方案 C",10,10,34.00,5.36,45.92,47.7,1.10,1050,-4.08,-38.11,40.87,10.06,36.88,6.37
616,"2021-01-01","2026-08-05","方案 D",1,30,29.21,4.69,75.51,38.0,1.16,92,-34.80,-51.56,35.21,69.66,53.16,16.46
617,"2021-01-01","2026-08-10","方案 C",2,120,28.16,4.53,69.33,40.4,1.10,188,-33.36,-39.64,62.87,19.28,67.29,-1.96
618,"2021-01-01","2026-08-05","方案 C",2,20,26.21,4.25,73.72,42.6,1.08,249,-37.58,-53.74,47.71,118.92,36.87,-1.24
619,"2021-01-01","2026-08-10","方案 C",8,10,21.18,3.49,47.39,47.1,1.07,861,-4.30,-38.36,41.56,10.82,30.15,0.60
620,"2021-01-01","2026-08-10","方案 C",2,15,15.68,2.63,65.10,44.3,1.06,210,-26.46,-46.61,66.97,36.75,47.92,-12.76
621,"2021-01-01","2026-08-05","方案 C",1,20,15.08,2.54,82.43,42.9,1.06,140,-53.90,-58.12,49.25,189.39,44.52,-4.52
622,"2021-01-01","2026-08-05","方案 C",2,15,12.57,2.14,70.51,44.5,1.05,254,-35.24,-49.92,38.16,121.33,28.61,-11.74
623,"2021-01-01","2026-08-05","方案 D",1,5,7.31,1.27,73.08,45.9,1.05,172,-52.01,-36.17,19.55,72.95,46.01,16.04
624,"2024-08-24","2024-12-01","方案 C",4,30,6.76,27.28,10.20,40.0,15.24,20,0.00,0.00,0.00,6.76,0.00,0.00
625,"2021-01-01","2026-08-05","方案 C",1,15,-5.99,-1.10,78.18,44.3,0.99,140,-45.39,-56.32,33.18,215.92,29.81,-27.85
626,"2021-01-01","2026-08-10","方案 C",2,20,-10.41,-1.94,70.42,42.6,0.98,204,-38.94,-40.90,71.44,18.12,31.23,-6.59
627,"2021-01-01","2026-08-05","方案 A",1,5,-10.47,-1.96,85.04,42.5,0.99,259,-59.07,-58.39,5.69,148.66,90.78,4.85
628,"2021-01-01","2026-08-10","方案 B",8,2,-11.62,-2.18,51.93,44.2,0.98,1557,-23.29,-25.64,6.31,16.35,4.60,19.75
629,"2021-01-01","2026-08-10","方案 E",8,2,-12.85,-2.42,52.39,44.0,0.98,1546,-23.18,-25.54,4.52,16.43,3.44,21.04
630,"2021-01-01","2026-08-10","方案 A",8,2,-13.51,-2.56,52.41,45.0,0.97,1539,-22.41,-26.23,5.45,11.35,5.07,22.46
631,"2021-01-01","2026-08-05","方案 C",3,2,-13.84,-2.63,61.02,42.6,0.97,617,-25.52,-35.85,-6.64,28.75,17.84,27.31
632,"2021-01-01","2026-08-05","方案 A",3,2,-13.84,-2.63,61.02,42.6,0.97,617,-25.52,-35.85,-6.64,28.75,17.84,27.31
633,"2021-01-01","2026-08-10","方案 B",3,2,-14.30,-2.72,59.98,41.6,0.97,616,-26.99,-34.73,-6.30,30.69,11.72,31.47
634,"2021-01-01","2026-08-05","方案 B",8,2,-14.40,-2.74,51.93,44.0,0.97,1557,-23.29,-25.64,6.31,16.35,4.60,15.98
635,"2021-01-01","2026-08-10","方案 E",3,2,-15.60,-2.98,61.17,41.2,0.96,612,-26.99,-34.73,-9.39,31.38,12.83,31.88
636,"2021-01-01","2026-08-05","方案 B",3,2,-15.86,-3.04,59.98,41.6,0.96,616,-26.99,-34.73,-6.30,30.69,11.72,29.08
637,"2021-01-01","2026-08-05","方案 C",8,2,-16.19,-3.11,52.41,44.8,0.96,1539,-22.41,-26.23,5.45,11.35,5.07,18.67
638,"2021-01-01","2026-08-05","方案 A",8,2,-16.19,-3.11,52.41,44.8,0.96,1539,-22.41,-26.23,5.45,11.35,5.07,18.67
639,"2021-01-01","2026-08-10","方案 B",10,2,-16.60,-3.19,49.31,43.5,0.96,1844,-22.50,-24.76,3.38,14.53,1.82,18.63
640,"2021-01-01","2026-08-10","方案 E",10,2,-17.31,-3.33,50.11,43.3,0.96,1832,-22.75,-24.60,1.65,14.95,1.89,19.26
641,"2021-01-01","2026-08-10","方案 B",2,2,-18.74,-3.64,73.27,41.9,0.95,396,-45.23,-41.30,-16.29,94.55,13.38,36.88
642,"2021-01-01","2026-08-10","方案 A",10,2,-18.98,-3.69,50.11,44.6,0.95,1814,-21.88,-25.18,1.85,9.92,2.39,20.92
643,"2021-01-01","2026-08-05","方案 B",2,2,-19.10,-3.72,73.27,41.9,0.94,396,-45.23,-41.30,-16.29,94.55,13.38,36.27
644,"2021-01-01","2026-08-05","方案 B",10,2,-19.22,-3.75,49.31,43.3,0.95,1844,-22.50,-24.76,3.38,14.53,1.82,14.90
645,"2021-01-01","2026-08-10","方案 E",2,2,-19.57,-3.81,73.65,41.5,0.94,395,-45.23,-41.30,-17.49,95.19,13.30,37.10
646,"2021-01-01","2026-08-05","方案 C",2,2,-20.14,-3.94,75.32,42.5,0.94,386,-45.34,-43.70,-18.16,94.33,21.82,33.94
647,"2021-01-01","2026-08-05","方案 A",2,2,-20.14,-3.94,75.32,42.5,0.94,386,-45.34,-43.70,-18.16,94.33,21.82,33.94
648,"2021-01-01","2026-08-05","方案 C",1,5,-20.57,-4.04,83.66,43.2,0.96,259,-61.45,-53.06,31.62,107.46,79.58,-10.48
649,"2021-01-01","2026-08-10","方案 C",3,2,-21.06,-4.13,60.65,43.2,0.94,500,-13.20,-39.08,-12.04,33.61,11.68,13.74
650,"2021-01-01","2026-08-10","方案 A",3,2,-21.06,-4.13,60.65,43.2,0.94,500,-13.20,-39.08,-12.04,33.61,11.68,13.74
651,"2021-01-01","2026-08-10","方案 B",5,2,-21.26,-4.17,56.73,42.7,0.94,964,-25.62,-27.96,-6.19,14.06,6.72,28.69
652,"2021-01-01","2026-08-05","方案 C",10,2,-21.55,-4.25,50.11,44.4,0.95,1814,-21.88,-25.18,1.85,9.92,2.39,17.09
653,"2021-01-01","2026-08-05","方案 A",10,2,-21.55,-4.25,50.11,44.4,0.95,1814,-21.88,-25.18,1.85,9.92,2.39,17.09
654,"2021-01-01","2026-08-05","方案 B",5,2,-23.25,-4.62,56.73,42.5,0.94,964,-25.62,-27.96,-6.19,14.06,6.72,25.43
655,"2021-01-01","2026-08-10","方案 E",5,2,-23.49,-4.66,57.85,42.7,0.93,956,-25.83,-27.90,-8.46,14.61,6.08,28.56
656,"2021-01-01","2026-08-05","方案 C",5,2,-23.53,-4.69,57.67,43.5,0.93,961,-24.95,-28.91,-6.58,11.78,10.46,24.25
657,"2021-01-01","2026-08-05","方案 A",5,2,-23.53,-4.69,57.67,43.5,0.93,961,-24.95,-28.91,-6.58,11.78,10.46,24.25
658,"2024-05-27","2024-12-31","方案 D",5,30,-25.82,-39.37,33.12,31.1,1.48,45,0.00,0.00,0.00,-25.82,0.00,0.00
659,"2021-01-01","2026-08-05","方案 D",3,2,-26.11,-5.27,63.49,41.6,0.92,474,-18.08,-38.97,-1.00,15.72,13.29,13.86
660,"2021-01-01","2026-08-10","方案 D",3,2,-26.11,-5.26,63.49,41.6,0.92,474,-18.08,-38.97,-1.00,15.72,13.29,13.86
661,"2021-01-01","2026-08-10","方案 C",8,2,-26.49,-5.34,46.94,43.9,0.92,1285,-18.00,-24.53,8.26,1.56,-2.02,10.25
662,"2021-01-01","2026-08-05","方案 B",1,5,-27.39,-5.56,79.67,40.9,0.94,259,-51.42,-54.09,15.13,92.22,78.73,-17.69
663,"2021-01-01","2026-08-10","方案 C",2,2,-27.60,-5.60,69.93,43.1,0.90,332,-33.42,-44.59,-16.81,64.90,15.56,23.79
664,"2021-01-01","2026-08-10","方案 A",2,2,-27.60,-5.60,69.93,43.1,0.90,332,-33.42,-44.59,-16.81,64.90,15.56,23.79
665,"2021-01-01","2026-08-05","方案 D",2,2,-28.10,-5.73,68.24,42.5,0.90,334,-30.04,-44.80,-6.53,39.11,15.41,24.07
666,"2021-01-01","2026-08-10","方案 D",2,2,-28.10,-5.72,68.24,42.5,0.90,334,-30.04,-44.80,-6.53,39.11,15.41,24.07
667,"2021-01-01","2026-08-10","方案 C",5,2,-28.66,-5.85,54.22,44.0,0.91,810,-18.25,-29.68,-6.19,14.29,0.20,15.53
668,"2021-01-01","2026-08-10","方案 A",5,2,-28.66,-5.85,54.22,44.0,0.91,810,-18.25,-29.68,-6.19,14.29,0.20,15.53
669,"2021-01-01","2026-08-05","方案 D",5,2,-32.73,-6.85,57.01,44.1,0.89,753,-21.87,-30.12,4.13,-0.12,1.59,16.60
670,"2021-01-01","2026-08-10","方案 D",5,2,-32.73,-6.83,57.01,44.1,0.89,753,-21.87,-30.12,4.13,-0.12,1.59,16.60
671,"2021-01-01","2026-08-10","方案 C",10,2,-33.17,-6.94,48.41,44.2,0.89,1476,-19.55,-25.46,2.67,1.60,0.86,5.91
672,"2021-01-01","2026-08-05","方案 B",1,2,-33.42,-7.02,77.30,42.5,0.87,259,-52.75,-42.24,-16.42,98.57,8.40,35.59
673,"2021-01-01","2026-08-05","方案 D",8,2,-33.59,-7.06,51.72,43.4,0.89,1136,-23.63,-26.25,15.05,-9.05,-1.09,13.92
674,"2021-01-01","2026-08-10","方案 D",8,2,-33.59,-7.04,51.72,43.4,0.89,1136,-23.63,-26.25,15.05,-9.05,-1.09,13.92
675,"2021-01-01","2026-08-05","方案 C",1,2,-37.26,-8.00,79.22,43.2,0.85,259,-52.95,-44.90,-18.36,95.04,16.29,30.67
676,"2021-01-01","2026-08-05","方案 A",1,2,-37.26,-8.00,79.22,43.2,0.85,259,-52.95,-44.90,-18.36,95.04,16.29,30.67
677,"2021-01-01","2026-08-05","方案 D",1,2,-37.62,-8.09,75.61,43.6,0.77,172,-48.67,-35.79,-22.52,50.39,9.45,48.41
678,"2021-01-01","2026-08-05","方案 D",10,2,-39.25,-8.53,52.34,43.6,0.86,1283,-26.41,-25.78,8.07,-8.67,2.71,9.71
679,"2021-01-01","2026-08-10","方案 D",10,2,-39.25,-8.51,52.34,43.6,0.86,1283,-26.41,-25.78,8.07,-8.67,2.71,9.71
