排名,回測開始日期,回測結束日期,策略方案,持股檔數,持倉天數,累積總報酬率(%),年化報酬率CAGR(%),最大回撤MDD(%),勝率(%),獲利因子,總交易次數,2021報酬(%),2022空頭(%),2023主升(%),2024報酬(%),2025報酬(%),2026迄今(%)
189,"2021-01-01","2026-08-10","方案 E",2,30,198.05,21.51,42.26,38.0,1.51,234,1.08,-29.93,25.72,47.57,69.79,33.60
190,"2021-01-01","2026-08-10","方案 A",2,20,196.40,21.39,61.73,42.0,1.59,226,-37.16,-37.81,176.82,68.58,41.76,14.66
191,"2021-01-01","2026-08-05","方案 B",2,30,195.99,21.42,41.37,39.9,1.52,263,-10.64,-30.74,47.12,41.08,79.52,28.35
192,"2021-01-01","2026-08-05","方案 A",3,20,195.89,21.41,66.44,41.4,1.50,394,-27.91,-47.68,95.09,60.17,76.08,42.61
193,"2021-01-01","2026-08-05","方案 A",8,180,195.84,21.41,45.68,39.8,1.42,898,3.60,-33.94,81.65,15.54,56.27,31.79
194,"2021-01-01","2026-08-10","方案 A",5,20,194.82,21.28,47.75,40.3,1.46,544,-8.39,-38.58,123.86,58.66,36.12,8.39
195,"2021-01-01","2026-08-05","方案 B",3,30,194.55,21.32,50.82,40.4,1.59,349,-23.84,-30.09,34.42,30.87,124.42,40.14
196,"2021-01-01","2026-08-10","方案 B",3,120,194.06,21.22,40.51,44.3,1.53,282,-20.36,-12.77,63.67,42.99,70.85,5.87
197,"2021-01-01","2026-08-10","方案 A",10,20,193.77,21.20,33.36,42.7,1.43,1105,10.25,-23.44,67.91,31.55,44.68,8.91
198,"2021-01-01","2026-08-10","方案 A",5,30,193.44,21.18,49.00,40.6,1.48,524,-1.17,-30.23,46.73,52.46,70.46,11.59
199,"2021-01-01","2026-08-05","方案 D",5,60,192.62,21.17,54.76,44.1,1.50,397,9.12,-42.58,113.54,27.26,53.61,11.89
200,"2021-01-01","2026-08-10","方案 D",5,60,192.62,21.12,54.76,44.1,1.50,397,9.12,-42.58,113.54,27.26,53.61,11.89
201,"2021-01-01","2026-08-05","方案 D",5,45,190.07,20.98,54.72,43.9,1.50,399,10.29,-42.50,109.44,27.05,53.43,12.03
202,"2021-01-01","2026-08-10","方案 D",5,45,190.07,20.93,54.72,43.9,1.50,399,10.29,-42.50,109.44,27.05,53.43,12.03
203,"2021-01-01","2026-08-05","方案 A",3,30,189.40,20.93,67.90,40.6,1.52,372,-31.23,-49.48,73.89,90.77,75.07,43.43
204,"2021-01-01","2026-08-10","方案 C",5,90,188.25,20.79,53.91,43.5,1.49,434,-14.53,-40.24,141.81,36.84,63.69,4.19
205,"2021-01-01","2026-08-10","方案 C",5,180,188.25,20.79,53.91,43.5,1.49,434,-14.53,-40.24,141.81,36.84,63.69,4.19
206,"2021-01-01","2026-08-10","方案 C",5,240,188.25,20.79,53.91,43.5,1.49,434,-14.53,-40.24,141.81,36.84,63.69,4.19
207,"2021-01-01","2026-08-10","方案 C",5,300,188.25,20.79,53.91,43.5,1.49,434,-14.53,-40.24,141.81,36.84,63.69,4.19
208,"2021-01-01","2026-08-10","方案 C",5,360,188.25,20.79,53.91,43.5,1.49,434,-14.53,-40.24,141.81,36.84,63.69,4.19
209,"2021-01-01","2026-08-05","方案 C",5,90,186.19,20.69,54.97,44.1,1.41,530,-14.27,-41.71,146.68,32.13,43.12,22.77
210,"2021-01-01","2026-08-05","方案 C",5,120,186.19,20.69,54.97,44.1,1.41,530,-14.27,-41.71,146.68,32.13,43.12,22.77
211,"2021-01-01","2026-08-05","方案 C",5,180,186.19,20.69,54.97,44.1,1.41,530,-14.27,-41.71,146.68,32.13,43.12,22.77
212,"2021-01-01","2026-08-05","方案 C",5,240,186.19,20.69,54.97,44.1,1.41,530,-14.27,-41.71,146.68,32.13,43.12,22.77
213,"2021-01-01","2026-08-05","方案 C",5,300,186.19,20.69,54.97,44.1,1.41,530,-14.27,-41.71,146.68,32.13,43.12,22.77
214,"2021-01-01","2026-08-05","方案 C",5,360,186.19,20.69,54.97,44.1,1.41,530,-14.27,-41.71,146.68,32.13,43.12,22.77
215,"2021-01-01","2026-08-10","方案 A",10,60,185.72,20.60,36.04,40.0,1.36,1241,20.23,-25.22,60.92,14.42,41.34,22.13
216,"2021-01-01","2026-08-05","方案 B",5,20,185.69,20.65,56.08,44.0,1.49,618,-15.72,-42.58,68.70,38.90,96.49,28.23
217,"2021-01-01","2026-08-05","方案 A",10,20,185.63,20.65,35.44,41.2,1.35,1370,24.81,-23.89,54.21,18.03,35.09,22.28
218,"2021-01-01","2026-08-05","方案 C",5,60,185.18,20.62,54.97,44.1,1.41,530,-14.27,-41.71,145.45,32.29,43.14,22.78
219,"2021-01-01","2026-08-10","方案 A",10,90,184.99,20.55,36.07,40.0,1.36,1240,20.11,-25.25,60.48,14.50,41.36,22.22
220,"2021-01-01","2026-08-10","方案 A",10,180,184.99,20.55,36.07,40.0,1.36,1240,20.11,-25.25,60.48,14.50,41.36,22.22
221,"2021-01-01","2026-08-10","方案 A",10,240,184.99,20.55,36.07,40.0,1.36,1240,20.11,-25.25,60.48,14.50,41.36,22.22
222,"2021-01-01","2026-08-10","方案 A",10,300,184.99,20.55,36.07,40.0,1.36,1240,20.11,-25.25,60.48,14.50,41.36,22.22
223,"2021-01-01","2026-08-10","方案 A",10,360,184.99,20.55,36.07,40.0,1.36,1240,20.11,-25.25,60.48,14.50,41.36,22.22
224,"2021-01-01","2026-08-10","方案 A",10,30,183.89,20.46,36.85,40.1,1.36,1263,17.60,-24.80,63.06,14.59,40.61,22.18
225,"2021-01-01","2026-08-10","方案 A",10,45,183.60,20.44,35.48,40.2,1.36,1239,20.02,-24.52,57.80,14.64,41.41,22.39
226,"2021-01-01","2026-08-05","方案 B",8,20,181.51,20.34,38.75,45.6,1.43,1024,-0.94,-29.94,46.82,36.68,55.17,30.27
227,"2021-01-01","2026-08-05","方案 A",10,60,180.57,20.26,36.04,39.8,1.35,1241,20.23,-25.22,60.92,14.42,41.34,19.92
228,"2021-01-01","2026-08-10","方案 B",2,60,180.42,20.20,49.54,39.0,1.52,249,-6.92,-41.55,35.57,51.96,80.61,38.51
229,"2021-01-01","2026-08-10","方案 B",2,90,180.42,20.20,49.54,39.0,1.52,249,-6.92,-41.55,35.57,51.96,80.61,38.51
230,"2021-01-01","2026-08-10","方案 B",2,180,180.42,20.20,49.54,39.0,1.52,249,-6.92,-41.55,35.57,51.96,80.61,38.51
231,"2021-01-01","2026-08-10","方案 B",2,240,180.42,20.20,49.54,39.0,1.52,249,-6.92,-41.55,35.57,51.96,80.61,38.51
232,"2021-01-01","2026-08-10","方案 B",2,300,180.42,20.20,49.54,39.0,1.52,249,-6.92,-41.55,35.57,51.96,80.61,38.51
233,"2021-01-01","2026-08-10","方案 B",2,360,180.42,20.20,49.54,39.0,1.52,249,-6.92,-41.55,35.57,51.96,80.61,38.51
234,"2021-01-01","2026-08-05","方案 A",10,90,179.83,20.21,36.07,39.8,1.35,1240,20.11,-25.25,60.48,14.50,41.36,20.00
235,"2021-01-01","2026-08-05","方案 A",10,120,179.83,20.21,36.07,39.8,1.35,1240,20.11,-25.25,60.48,14.50,41.36,20.00
236,"2021-01-01","2026-08-05","方案 A",10,180,179.83,20.21,36.07,39.8,1.35,1240,20.11,-25.25,60.48,14.50,41.36,20.00
237,"2021-01-01","2026-08-05","方案 A",10,240,179.83,20.21,36.07,39.8,1.35,1240,20.11,-25.25,60.48,14.50,41.36,20.00
238,"2021-01-01","2026-08-05","方案 A",10,300,179.83,20.21,36.07,39.8,1.35,1240,20.11,-25.25,60.48,14.50,41.36,20.00
239,"2021-01-01","2026-08-05","方案 A",10,360,179.83,20.21,36.07,39.8,1.35,1240,20.11,-25.25,60.48,14.50,41.36,20.00
240,"2021-01-01","2026-08-10","方案 B",3,45,179.76,20.15,56.35,41.0,1.56,334,-21.82,-40.72,35.44,38.85,117.24,47.76
241,"2021-01-01","2026-08-05","方案 A",10,30,178.73,20.12,36.85,40.0,1.35,1263,17.60,-24.80,63.06,14.59,40.61,19.96
242,"2021-01-01","2026-08-05","方案 A",10,45,178.44,20.10,35.48,40.0,1.35,1239,20.02,-24.52,57.80,14.64,41.41,20.16
243,"2021-01-01","2026-08-10","方案 B",3,60,177.01,19.94,62.03,41.4,1.58,326,-21.82,-43.52,26.25,38.01,117.01,65.91
244,"2021-01-01","2026-08-10","方案 B",3,90,177.01,19.94,62.03,41.4,1.58,326,-21.82,-43.52,26.25,38.01,117.01,65.91
245,"2021-01-01","2026-08-10","方案 B",3,180,177.01,19.94,62.03,41.4,1.58,326,-21.82,-43.52,26.25,38.01,117.01,65.91
246,"2021-01-01","2026-08-10","方案 B",3,240,177.01,19.94,62.03,41.4,1.58,326,-21.82,-43.52,26.25,38.01,117.01,65.91
247,"2021-01-01","2026-08-10","方案 B",3,300,177.01,19.94,62.03,41.4,1.58,326,-21.82,-43.52,26.25,38.01,117.01,65.91
248,"2021-01-01","2026-08-10","方案 B",3,360,177.01,19.94,62.03,41.4,1.58,326,-21.82,-43.52,26.25,38.01,117.01,65.91
249,"2021-01-01","2026-08-05","方案 B",2,60,176.98,19.99,49.54,39.0,1.51,249,-6.92,-41.55,35.57,51.96,80.61,36.82
250,"2021-01-01","2026-08-05","方案 B",2,90,176.98,19.99,49.54,39.0,1.51,249,-6.92,-41.55,35.57,51.96,80.61,36.82
251,"2021-01-01","2026-08-05","方案 B",2,120,176.98,19.99,49.54,39.0,1.51,249,-6.92,-41.55,35.57,51.96,80.61,36.82
252,"2021-01-01","2026-08-05","方案 B",2,180,176.98,19.99,49.54,39.0,1.51,249,-6.92,-41.55,35.57,51.96,80.61,36.82
253,"2021-01-01","2026-08-05","方案 B",2,240,176.98,19.99,49.54,39.0,1.51,249,-6.92,-41.55,35.57,51.96,80.61,36.82
254,"2021-01-01","2026-08-05","方案 B",2,300,176.98,19.99,49.54,39.0,1.51,249,-6.92,-41.55,35.57,51.96,80.61,36.82
255,"2021-01-01","2026-08-05","方案 B",2,360,176.98,19.99,49.54,39.0,1.51,249,-6.92,-41.55,35.57,51.96,80.61,36.82
256,"2021-01-01","2026-08-10","方案 E",10,45,176.57,19.90,36.89,38.8,1.45,920,-2.82,-26.30,42.61,30.62,62.67,27.42
257,"2021-01-01","2026-08-10","方案 C",5,60,176.40,19.89,53.91,43.3,1.45,434,-14.53,-40.24,139.97,31.68,64.07,4.37
258,"2021-01-01","2026-08-05","方案 A",2,60,175.51,19.87,71.56,36.8,1.58,247,-29.04,-56.73,30.03,134.44,106.15,42.76
259,"2021-01-01","2026-08-05","方案 A",2,90,175.03,19.84,71.72,36.8,1.58,247,-29.28,-56.82,29.90,135.16,106.40,42.87
260,"2021-01-01","2026-08-05","方案 A",2,120,175.03,19.84,71.72,36.8,1.58,247,-29.28,-56.82,29.90,135.16,106.40,42.87
261,"2021-01-01","2026-08-05","方案 A",2,180,175.03,19.84,71.72,36.8,1.58,247,-29.28,-56.82,29.90,135.16,106.40,42.87
262,"2021-01-01","2026-08-05","方案 A",2,240,175.03,19.84,71.72,36.8,1.58,247,-29.28,-56.82,29.90,135.16,106.40,42.87
263,"2021-01-01","2026-08-05","方案 A",2,300,175.03,19.84,71.72,36.8,1.58,247,-29.28,-56.82,29.90,135.16,106.40,42.87
264,"2021-01-01","2026-08-05","方案 A",2,360,175.03,19.84,71.72,36.8,1.58,247,-29.28,-56.82,29.90,135.16,106.40,42.87
265,"2021-01-01","2026-08-10","方案 C",5,120,173.42,19.66,48.11,44.2,1.41,443,-12.09,-35.78,110.05,45.21,50.48,5.51
266,"2021-01-01","2026-08-05","方案 B",10,20,173.21,19.69,38.25,45.7,1.41,1277,1.54,-30.54,54.87,30.78,48.35,28.91
267,"2021-01-01","2026-08-10","方案 B",2,20,172.78,19.61,41.34,48.7,1.46,234,-20.11,-20.81,57.71,76.09,36.40,13.83
268,"2021-01-01","2026-08-05","方案 B",3,45,172.25,19.62,56.35,41.0,1.54,334,-21.82,-40.72,35.44,38.85,117.24,43.79
269,"2021-01-01","2026-08-10","方案 C",10,120,171.57,19.51,41.01,44.9,1.40,845,0.84,-32.16,91.74,33.59,32.13,17.29
270,"2021-01-01","2026-08-05","方案 C",3,90,171.30,19.55,56.36,43.9,1.37,353,-23.37,-35.86,175.67,14.40,62.17,7.93
271,"2021-01-01","2026-08-05","方案 C",3,120,171.30,19.55,56.36,43.9,1.37,353,-23.37,-35.86,175.67,14.40,62.17,7.93
272,"2021-01-01","2026-08-05","方案 C",3,180,171.30,19.55,56.36,43.9,1.37,353,-23.37,-35.86,175.67,14.40,62.17,7.93
273,"2021-01-01","2026-08-05","方案 C",3,240,171.30,19.55,56.36,43.9,1.37,353,-23.37,-35.86,175.67,14.40,62.17,7.93
274,"2021-01-01","2026-08-05","方案 C",3,300,171.30,19.55,56.36,43.9,1.37,353,-23.37,-35.86,175.67,14.40,62.17,7.93
275,"2021-01-01","2026-08-05","方案 C",3,360,171.30,19.55,56.36,43.9,1.37,353,-23.37,-35.86,175.67,14.40,62.17,7.93
276,"2021-01-01","2026-08-10","方案 C",5,45,170.78,19.45,53.91,43.6,1.44,436,-14.53,-40.24,134.22,31.70,64.51,4.47
277,"2021-01-01","2026-08-05","方案 C",3,60,170.73,19.50,56.36,43.9,1.37,353,-23.37,-35.86,174.11,14.71,62.29,7.95
278,"2021-01-01","2026-08-10","方案 B",5,20,170.43,19.42,41.79,44.5,1.42,528,-10.73,-25.63,65.34,32.11,72.46,8.13
279,"2021-01-01","2026-08-05","方案 C",3,45,169.99,19.44,56.36,43.8,1.37,354,-23.37,-35.86,172.20,15.07,62.43,7.97
280,"2021-01-01","2026-08-05","方案 A",8,20,169.85,19.43,45.88,42.1,1.35,1052,8.76,-37.25,78.37,20.49,45.76,26.21
281,"2021-01-01","2026-08-05","方案 B",3,60,169.50,19.40,62.03,41.4,1.56,326,-21.82,-43.52,26.25,38.01,117.01,61.41
282,"2021-01-01","2026-08-05","方案 B",3,90,169.50,19.40,62.03,41.4,1.56,326,-21.82,-43.52,26.25,38.01,117.01,61.41
283,"2021-01-01","2026-08-05","方案 B",3,120,169.50,19.40,62.03,41.4,1.56,326,-21.82,-43.52,26.25,38.01,117.01,61.41
284,"2021-01-01","2026-08-05","方案 B",3,180,169.50,19.40,62.03,41.4,1.56,326,-21.82,-43.52,26.25,38.01,117.01,61.41
285,"2021-01-01","2026-08-05","方案 B",3,240,169.50,19.40,62.03,41.4,1.56,326,-21.82,-43.52,26.25,38.01,117.01,61.41
286,"2021-01-01","2026-08-05","方案 B",3,300,169.50,19.40,62.03,41.4,1.56,326,-21.82,-43.52,26.25,38.01,117.01,61.41
287,"2021-01-01","2026-08-05","方案 B",3,360,169.50,19.40,62.03,41.4,1.56,326,-21.82,-43.52,26.25,38.01,117.01,61.41
288,"2021-01-01","2026-08-10","方案 D",8,20,169.24,19.33,41.99,44.3,1.40,765,15.85,-26.42,80.22,4.62,27.42,31.47
289,"2021-01-01","2026-08-05","方案 A",2,15,168.70,19.34,77.08,41.2,1.61,257,-39.33,-59.96,49.14,153.81,98.07,47.53
290,"2021-01-01","2026-08-10","方案 E",10,90,168.46,19.27,39.43,37.5,1.44,883,-2.21,-29.83,44.23,23.83,70.30,28.64
291,"2021-01-01","2026-08-10","方案 A",10,15,168.43,19.27,31.61,42.2,1.33,1364,22.92,-21.60,47.22,14.31,31.21,26.15
292,"2021-01-01","2026-08-10","方案 B",8,20,167.73,19.21,31.70,45.5,1.41,840,-0.86,-21.75,44.34,29.60,56.89,17.59
293,"2021-01-01","2026-08-10","方案 B",5,15,166.93,19.15,52.01,45.4,1.47,624,-11.77,-35.02,39.63,30.55,88.22,35.69
294,"2021-01-01","2026-08-05","方案 C",5,30,165.83,19.11,51.78,44.3,1.37,546,-12.03,-39.40,115.15,29.80,43.98,24.02
295,"2021-01-01","2026-08-05","方案 A",5,15,165.79,19.11,48.87,43.0,1.38,676,-0.59,-39.42,78.03,23.96,57.32,27.13
296,"2021-01-01","2026-08-10","方案 C",8,20,165.54,19.04,36.97,45.5,1.35,802,0.26,-26.76,82.82,31.81,37.19,9.37
297,"2021-01-01","2026-08-10","方案 E",10,180,165.53,19.03,39.43,37.7,1.43,878,-2.21,-29.83,44.23,22.94,69.14,29.03
298,"2021-01-01","2026-08-10","方案 E",10,240,165.53,19.03,39.43,37.7,1.43,878,-2.21,-29.83,44.23,22.94,69.14,29.03
299,"2021-01-01","2026-08-10","方案 E",10,300,165.53,19.03,39.43,37.7,1.43,878,-2.21,-29.83,44.23,22.94,69.14,29.03
300,"2021-01-01","2026-08-10","方案 E",10,360,165.53,19.03,39.43,37.7,1.43,878,-2.21,-29.83,44.23,22.94,69.14,29.03
301,"2021-01-01","2026-08-05","方案 C",5,45,164.48,19.00,54.97,44.2,1.36,532,-14.27,-41.71,141.40,22.90,45.03,23.01
302,"2021-01-01","2026-08-05","方案 D",3,20,163.64,18.93,60.25,46.1,1.45,286,9.00,-47.49,55.46,45.12,57.87,29.34
303,"2021-01-01","2026-08-05","方案 A",10,15,163.27,18.90,31.61,42.1,1.32,1364,22.92,-21.60,47.22,14.31,31.21,23.73
304,"2021-01-01","2026-08-10","方案 A",8,90,163.14,18.84,45.71,40.4,1.34,964,3.67,-34.03,81.69,12.76,47.19,27.60
305,"2021-01-01","2026-08-10","方案 A",8,180,163.14,18.84,45.71,40.4,1.34,964,3.67,-34.03,81.69,12.76,47.19,27.60
306,"2021-01-01","2026-08-10","方案 A",8,240,163.14,18.84,45.71,40.4,1.34,964,3.67,-34.03,81.69,12.76,47.19,27.60
307,"2021-01-01","2026-08-10","方案 A",8,300,163.14,18.84,45.71,40.4,1.34,964,3.67,-34.03,81.69,12.76,47.19,27.60
308,"2021-01-01","2026-08-10","方案 A",8,360,163.14,18.84,45.71,40.4,1.34,964,3.67,-34.03,81.69,12.76,47.19,27.60
309,"2021-01-01","2026-08-10","方案 A",8,60,162.53,18.79,45.66,40.4,1.34,964,3.76,-34.02,80.61,12.93,47.28,27.66
310,"2021-01-01","2026-08-10","方案 A",8,45,161.77,18.73,43.85,40.5,1.34,968,6.84,-35.26,77.60,13.20,47.38,27.73
311,"2021-01-01","2026-08-05","方案 A",2,45,161.23,18.74,76.06,36.7,1.57,240,-37.36,-58.74,27.46,156.70,111.54,46.04
312,"2021-01-01","2026-08-05","方案 D",3,90,160.55,18.68,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
313,"2021-01-01","2026-08-05","方案 D",3,120,160.55,18.68,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
314,"2021-01-01","2026-08-05","方案 D",3,180,160.55,18.68,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
315,"2021-01-01","2026-08-05","方案 D",3,240,160.55,18.68,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
316,"2021-01-01","2026-08-05","方案 D",3,300,160.55,18.68,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
317,"2021-01-01","2026-08-05","方案 D",3,360,160.55,18.68,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
318,"2021-01-01","2026-08-10","方案 D",3,90,160.55,18.63,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
319,"2021-01-01","2026-08-10","方案 D",3,180,160.55,18.63,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
320,"2021-01-01","2026-08-10","方案 D",3,240,160.55,18.63,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
321,"2021-01-01","2026-08-10","方案 D",3,300,160.55,18.63,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
322,"2021-01-01","2026-08-10","方案 D",3,360,160.55,18.63,59.80,44.4,1.52,243,0.29,-47.37,95.28,28.47,51.39,29.98
323,"2021-01-01","2026-08-10","方案 E",10,60,160.45,18.63,37.76,37.4,1.43,870,-1.03,-29.77,35.94,23.99,71.35,29.74
324,"2021-01-01","2026-08-05","方案 B",5,15,160.43,18.67,52.01,45.4,1.45,624,-11.77,-35.02,39.63,30.55,88.22,32.38
325,"2021-01-01","2026-08-10","方案 D",3,20,158.97,18.51,57.21,44.6,1.44,298,-9.80,-38.20,108.37,17.63,65.36,14.61
326,"2021-01-01","2026-08-10","方案 A",3,90,158.80,18.49,59.38,39.5,1.45,306,-14.54,-47.48,62.86,29.53,119.39,24.59
327,"2021-01-01","2026-08-10","方案 A",3,180,158.80,18.49,59.38,39.5,1.45,306,-14.54,-47.48,62.86,29.53,119.39,24.59
328,"2021-01-01","2026-08-10","方案 A",3,240,158.80,18.49,59.38,39.5,1.45,306,-14.54,-47.48,62.86,29.53,119.39,24.59
329,"2021-01-01","2026-08-10","方案 A",3,300,158.80,18.49,59.38,39.5,1.45,306,-14.54,-47.48,62.86,29.53,119.39,24.59
330,"2021-01-01","2026-08-10","方案 A",3,360,158.80,18.49,59.38,39.5,1.45,306,-14.54,-47.48,62.86,29.53,119.39,24.59
331,"2021-01-01","2026-08-05","方案 A",8,90,158.60,18.52,45.71,40.2,1.33,964,3.67,-34.03,81.69,12.76,47.19,25.40
332,"2021-01-01","2026-08-05","方案 A",8,120,158.60,18.52,45.71,40.2,1.33,964,3.67,-34.03,81.69,12.76,47.19,25.40
333,"2021-01-01","2026-08-05","方案 A",8,240,158.60,18.52,45.71,40.2,1.33,964,3.67,-34.03,81.69,12.76,47.19,25.40
334,"2021-01-01","2026-08-05","方案 A",8,300,158.60,18.52,45.71,40.2,1.33,964,3.67,-34.03,81.69,12.76,47.19,25.40
335,"2021-01-01","2026-08-05","方案 A",8,360,158.60,18.52,45.71,40.2,1.33,964,3.67,-34.03,81.69,12.76,47.19,25.40
336,"2021-01-01","2026-08-05","方案 A",2,30,158.59,18.52,75.94,35.4,1.55,243,-39.45,-57.10,27.48,156.04,108.31,46.42
337,"2021-01-01","2026-08-05","方案 A",8,60,157.99,18.47,45.66,40.2,1.33,964,3.76,-34.02,80.61,12.93,47.28,25.46
338,"2021-01-01","2026-08-05","方案 A",8,45,157.24,18.41,43.85,40.4,1.33,968,6.84,-35.26,77.60,13.20,47.38,25.52
339,"2021-01-01","2026-08-10","方案 B",2,45,156.92,18.34,46.62,39.1,1.42,258,-6.92,-38.76,44.04,44.93,80.06,19.91
340,"2021-01-01","2026-08-05","方案 C",8,30,156.27,18.33,51.62,44.1,1.35,827,-7.01,-39.91,93.56,36.48,38.69,25.20
341,"2021-01-01","2026-08-05","方案 C",10,30,156.07,18.32,47.79,44.6,1.34,1026,1.04,-37.58,82.35,32.93,33.34,25.62
342,"2021-01-01","2026-08-10","方案 A",3,45,155.73,18.24,60.72,39.5,1.45,301,-17.17,-47.75,63.53,30.59,121.33,25.02
343,"2021-01-01","2026-08-10","方案 A",3,60,155.38,18.21,59.23,39.9,1.45,301,-14.26,-46.49,53.70,30.69,121.56,25.07
344,"2021-01-01","2026-08-05","方案 D",3,10,154.77,18.21,53.32,49.1,1.42,346,5.90,-49.08,97.69,21.26,46.12,34.89
345,"2021-01-01","2026-08-10","方案 D",3,10,154.77,18.16,53.32,49.1,1.42,346,5.90,-49.08,97.69,21.26,46.12,34.89
346,"2021-01-01","2026-08-10","方案 E",3,10,154.51,18.14,49.92,45.2,1.42,447,-20.51,-33.35,35.57,64.77,82.32,17.95
347,"2021-01-01","2026-08-10","方案 B",10,20,154.17,18.11,26.85,45.2,1.39,1053,5.72,-20.60,36.66,20.49,56.74,17.32
348,"2021-01-01","2026-08-05","方案 B",2,45,153.48,18.10,46.62,39.1,1.41,258,-6.92,-38.76,44.04,44.93,80.06,18.31
349,"2021-01-01","2026-08-05","方案 A",2,20,153.35,18.09,80.53,37.3,1.55,241,-44.70,-61.98,36.97,185.84,116.60,42.11
350,"2021-01-01","2026-08-10","方案 C",5,30,152.39,17.96,49.74,43.3,1.40,441,-12.30,-36.49,95.23,31.94,66.35,5.76
351,"2021-01-01","2026-08-05","方案 C",10,20,150.58,17.86,42.78,44.5,1.31,1180,12.57,-34.38,64.17,18.26,33.78,30.61
352,"2021-01-01","2026-08-10","方案 E",5,15,147.86,17.58,50.45,42.7,1.44,567,-19.56,-30.21,42.69,15.37,78.34,50.41
353,"2021-01-01","2026-08-05","方案 D",3,60,147.50,17.60,59.80,44.0,1.48,243,0.29,-47.37,83.97,29.02,49.48,32.16
354,"2021-01-01","2026-08-10","方案 D",3,60,147.50,17.55,59.80,44.0,1.48,243,0.29,-47.37,83.97,29.02,49.48,32.16
355,"2021-01-01","2026-08-05","方案 A",3,15,147.04,17.56,64.86,43.3,1.41,386,-29.56,-46.44,83.25,61.32,62.26,36.51
356,"2021-01-01","2026-08-10","方案 B",5,10,146.25,17.44,45.47,46.9,1.37,757,-11.01,-34.67,47.03,52.28,63.10,15.97
357,"2021-01-01","2026-08-10","方案 A",8,30,146.06,17.43,48.56,40.2,1.33,936,1.18,-35.75,56.72,18.12,58.40,29.10
358,"2021-01-01","2026-08-10","方案 E",8,45,145.93,17.42,38.13,37.5,1.40,723,-7.05,-26.69,30.42,24.71,70.22,30.35
359,"2021-01-01","2026-08-05","方案 D",3,45,145.61,17.44,60.05,43.9,1.47,244,0.29,-47.37,82.38,29.07,49.19,32.50
360,"2021-01-01","2026-08-10","方案 D",3,45,145.61,17.39,60.05,43.9,1.47,244,0.29,-47.37,82.38,29.07,49.19,32.50
361,"2021-01-01","2026-08-10","方案 E",8,90,145.23,17.36,45.36,38.0,1.42,681,-9.45,-32.00,40.28,24.37,74.84,30.57
362,"2021-01-01","2026-08-10","方案 B",10,120,143.96,17.25,30.16,43.3,1.39,873,1.12,-23.10,47.59,15.69,54.96,18.57
363,"2021-01-01","2026-08-10","方案 C",10,90,143.08,17.17,50.34,45.0,1.36,819,-2.16,-40.32,91.53,25.10,47.74,17.60
364,"2021-01-01","2026-08-10","方案 C",10,180,143.08,17.17,50.34,45.0,1.36,819,-2.16,-40.32,91.53,25.10,47.74,17.60
365,"2021-01-01","2026-08-10","方案 C",10,240,143.08,17.17,50.34,45.0,1.36,819,-2.16,-40.32,91.53,25.10,47.74,17.60
366,"2021-01-01","2026-08-10","方案 C",10,300,143.08,17.17,50.34,45.0,1.36,819,-2.16,-40.32,91.53,25.10,47.74,17.60
367,"2021-01-01","2026-08-10","方案 C",10,360,143.08,17.17,50.34,45.0,1.36,819,-2.16,-40.32,91.53,25.10,47.74,17.60
368,"2021-01-01","2026-08-05","方案 C",5,20,142.94,17.21,54.34,44.2,1.32,599,-6.38,-44.37,105.14,24.42,33.49,36.91
369,"2021-01-01","2026-08-10","方案 C",10,60,142.13,17.09,50.34,45.1,1.36,818,-2.16,-40.32,90.89,24.99,47.68,17.68
370,"2021-01-01","2026-08-05","方案 D",3,30,141.89,17.12,63.04,41.5,1.44,253,-0.21,-47.54,66.54,42.47,46.12,33.28
371,"2021-01-01","2026-08-10","方案 D",3,30,141.89,17.07,63.04,41.5,1.44,253,-0.21,-47.54,66.54,42.47,46.12,33.28
372,"2021-01-01","2026-08-05","方案 A",8,30,141.53,17.08,48.56,40.1,1.32,936,1.18,-35.75,56.72,18.12,58.40,26.72
373,"2021-01-01","2026-08-05","方案 C",3,30,140.01,16.95,57.65,42.4,1.33,349,-22.95,-38.31,95.53,39.07,68.16,10.44
374,"2021-01-01","2026-08-05","方案 C",8,20,139.31,16.89,50.82,45.0,1.30,937,6.52,-41.35,69.50,21.68,41.81,30.99
375,"2021-01-01","2026-08-10","方案 B",3,20,139.20,16.84,41.21,48.5,1.35,324,-13.33,-25.17,54.52,37.44,49.69,16.02
