day_bucket,is_big,n,fwd10_mean
1.第1天,False,11325,1.2250263890295072
1.第1天,True,5294,1.1785534860382743
2.第2天,False,3217,1.0088447131080505
2.第2天,True,1525,1.081226171015948
3.第3天,False,1145,1.2152183081421377
3.第3天,True,631,0.441605454927002
4.第4-5天,False,713,0.9931004889315568
4.第4-5天,True,440,0.3526172293720921
5.第6天以上,False,337,-0.09868821271412877
5.第6天以上,True,201,0.23700711530400217
