exp_id,strategy,ticker,buy_date,pnl_pct,bias_pct,runup60_pct,limitup_streak
2516,A,1519,2023-07-17,-5.42,33.09,135.64,0
2516,A,1519,2023-12-04,15.78,17.0,38.17,0
2516,A,1519,2024-01-29,22.65,8.72,68.66,0
2516,A,1519,2024-02-26,-7.25,18.03,113.07,0
2516,A,1519,2025-02-24,-8.27,21.16,37.14,0
2516,A,1519,2025-11-03,-12.99,30.59,42.65,2
2516,A,1519,2025-12-15,-6.18,10.47,45.55,0
2516,A,1560,2023-10-02,-4.02,14.27,36.69,0
2516,A,2059,2025-02-17,16.11,16.96,35.0,0
2516,A,2059,2025-03-03,-2.09,16.11,48.7,0
2516,A,2059,2025-07-21,16.3,17.36,43.27,0
2516,A,2303,2021-04-26,-14.75,16.49,34.2,0
2516,A,2303,2021-08-09,-7.5,12.42,45.42,0
2516,A,2303,2025-03-10,-1.15,5.36,12.34,0
2516,A,2303,2025-04-14,5.68,0.45,11.03,0
2516,A,2308,2022-10-17,-1.71,1.4,8.27,0
2516,A,2308,2025-03-17,-1.1,1.5,6.34,0
2516,A,2308,2025-07-14,19.16,9.22,55.29,0
2516,A,2308,2025-08-04,14.99,17.27,66.27,0
2516,A,2308,2025-10-13,-3.98,14.81,106.41,0
2516,A,2313,2021-11-01,-3.29,11.78,19.27,0
2516,A,2313,2023-11-20,17.07,13.84,44.83,0
2516,A,2313,2026-01-12,15.84,28.89,66.23,2
2516,A,2313,2026-05-18,14.56,5.42,50.14,1
2516,A,2317,2021-03-22,-3.27,10.52,30.13,0
2516,A,2317,2022-05-09,-2.51,1.32,4.0,0
2516,A,2317,2024-04-01,-0.93,14.93,52.64,0
2516,A,2317,2024-10-28,-0.83,6.16,31.5,0
2516,A,2317,2025-08-18,-3.67,13.88,43.65,0
2516,A,2324,2022-01-17,-0.99,3.43,9.29,0
2516,A,2330,2021-02-01,4.28,1.16,13.99,0
2516,A,2330,2022-01-17,-6.71,8.05,16.89,0
2516,A,2337,2022-02-21,-7.6,7.26,15.8,0
2516,A,2337,2022-10-17,-1.97,4.53,12.03,0
2516,A,2337,2023-08-28,8.66,1.05,3.66,0
2516,A,2337,2026-01-12,19.7,38.82,128.79,0
2516,A,2337,2026-03-02,-16.02,27.51,253.66,0
2516,A,2345,2024-11-18,18.21,2.94,20.33,0
2516,A,2345,2025-08-11,-6.84,21.72,46.78,0
2516,A,2345,2026-05-04,-1.0,24.3,124.66,1
2516,A,2353,2021-05-10,-15.56,4.18,38.86,0
2516,A,2353,2022-03-21,-2.73,4.25,11.4,0
2516,A,2353,2022-10-03,-2.19,0.51,5.3,0
2516,A,2353,2022-11-07,0.02,9.39,16.63,0
2516,A,2353,2023-12-18,15.76,9.15,15.43,0
2516,A,2356,2021-03-08,3.46,6.61,12.72,0
2516,A,2356,2021-08-16,7.98,0.59,2.37,0
2516,A,2356,2022-05-09,-3.1,2.17,5.3,0
2516,A,2356,2022-10-31,-4.67,5.32,8.2,0
2516,A,2356,2022-12-26,-2.5,4.4,15.23,0
2516,A,2356,2023-03-27,1.98,9.74,21.98,0
2516,A,2357,2021-03-08,18.94,6.39,25.7,0
2516,A,2357,2021-12-27,0.87,1.78,15.33,0
2516,A,2357,2023-05-15,-0.43,6.81,16.28,0
2516,A,2357,2023-12-18,7.87,8.81,28.29,0
2516,A,2357,2026-03-09,11.9,0.76,4.23,0
2516,A,2368,2021-03-08,-5.19,7.13,14.04,0
2516,A,2368,2022-09-26,-8.59,8.37,32.42,0
2516,A,2368,2023-04-24,-6.96,5.06,23.49,0
2516,A,2368,2023-09-25,-2.25,4.09,42.09,0
2516,A,2368,2024-06-24,8.83,4.18,12.36,0
2516,A,2368,2026-02-09,-1.85,15.3,57.2,0
2516,A,2376,2021-04-12,1.79,6.89,36.84,0
2516,A,2376,2021-04-26,-11.64,12.55,53.95,0
2516,A,2376,2022-09-19,-6.13,9.55,34.41,0
2516,A,2376,2023-06-05,15.15,27.22,80.77,0
2516,A,2376,2024-02-19,-5.75,21.44,60.39,0
2516,A,2376,2025-03-10,-3.2,1.41,13.14,0
2516,A,2382,2021-10-04,0.17,0.43,5.6,0
2516,A,2382,2023-05-15,15.6,10.56,34.66,0
