期間,進場方式,股票代號,名稱,買進日,賣出日,買進價,賣出價,損益%,損益金額,持有天數,出場原因
全期間2021-2026,一次買完,3231,緯創,2023-12-25,2024-01-03,87.98,85.15,-3.79,-9231.6,9,積分轉負
全期間2021-2026,一次買完,6669,緯穎,2023-12-25,2024-01-03,1694.66,1573.94,-7.68,-13891.7,9,積分轉負
全期間2021-2026,一次買完,1560,未知,2023-12-25,2024-01-03,179.7,182.61,1.01,1944.15,9,積分轉負
全期間2021-2026,一次買完,6139,亞翔,2024-01-08,2024-01-11,153.26,144.06,-6.57,-4154.85,3,積分轉負
全期間2021-2026,一次買完,2301,未知,2024-01-08,2024-01-11,103.96,98.51,-5.81,-6861.43,3,積分轉負
全期間2021-2026,一次買完,3189,景碩,2024-01-08,2024-01-11,95.53,93.96,-2.22,-3390.35,3,積分轉負
全期間2021-2026,一次買完,2330,台積電,2024-01-08,2024-01-17,560.74,558.82,-0.94,-2297.42,9,積分轉負
全期間2021-2026,一次買完,6488,未知,2024-01-08,2024-01-17,543.62,535.27,-2.12,-2626.65,9,積分轉負
全期間2021-2026,一次買完,2385,未知,2024-01-08,2024-01-19,152.8,148.54,-3.37,-3344.43,11,積分轉負
全期間2021-2026,一次買完,5269,祥碩,2024-01-08,2024-01-24,1673.87,1721.02,2.2,1567.66,16,積分轉負
全期間2021-2026,一次買完,3034,聯詠,2024-01-08,2024-01-29,429.64,446.83,3.38,4299.09,21,積分轉負
全期間2021-2026,一次買完,6531,愛普*,2024-01-15,2024-01-19,513.7,494.63,-4.29,-15433.06,4,積分轉負
全期間2021-2026,一次買完,1560,未知,2024-01-15,2024-01-19,191.36,188.93,-1.86,-6590.33,4,積分轉負
全期間2021-2026,一次買完,6643,M31,2024-01-15,2024-01-26,1039.1,1260.89,20.62,58764.66,11,15%停利
全期間2021-2026,一次買完,2059,川湖,2024-01-22,2024-01-26,1051.25,977.91,-7.53,-15538.2,4,積分轉負
全期間2021-2026,一次買完,2383,台光電,2024-01-22,2024-01-26,420.36,400.09,-5.39,-11843.58,4,積分轉負
全期間2021-2026,一次買完,3231,緯創,2024-01-22,2024-02-01,106.1,104.73,-1.88,-4078.22,10,積分轉負
全期間2021-2026,一次買完,3017,奇鋐,2024-01-22,2024-02-01,372.8,448.25,19.52,29844.87,10,15%停利
全期間2021-2026,一次買完,2376,技嘉,2024-01-22,2024-02-15,270.03,336.29,23.79,48438.6,24,15%停利
全期間2021-2026,一次買完,1519,未知,2024-01-29,2024-02-01,285.69,352.51,22.65,28668.08,3,15%停利
全期間2021-2026,一次買完,2330,台積電,2024-01-29,2024-02-01,623.26,604.02,-3.67,-13807.92,3,積分轉負
全期間2021-2026,一次買完,2421,建準,2024-01-29,2024-02-15,105.74,124.72,17.24,21637.92,17,15%停利
全期間2021-2026,一次買完,3037,欣興,2024-01-29,2024-02-27,172.5,173.47,-0.04,-76.12,29,觸發停損
全期間2021-2026,一次買完,2313,華通,2024-01-29,2024-02-27,66.15,70.25,5.56,10004.8,29,觸發停損
全期間2021-2026,一次買完,3231,緯創,2024-02-05,2024-02-20,113.38,111.11,-2.59,-6724.64,15,積分轉負
全期間2021-2026,一次買完,2383,台光電,2024-02-05,2024-02-21,480.2,475.38,-1.6,-3709.27,16,積分轉負
全期間2021-2026,一次買完,3081,聯亞,2024-02-05,2024-02-22,118.76,140.89,17.92,50662.47,17,15%停利
全期間2021-2026,一次買完,6274,台燿,2024-02-05,2024-03-14,136.64,144.03,4.77,10784.48,38,積分轉負
全期間2021-2026,一次買完,2376,技嘉,2024-02-19,2024-02-21,332.66,315.42,-5.75,-42096.74,2,積分轉負
全期間2021-2026,一次買完,3131,弘塑,2024-02-26,2024-03-05,805.84,956.1,17.94,29104.5,8,15%停利
全期間2021-2026,一次買完,6719,未知,2024-02-26,2024-03-07,296.05,280.14,-5.94,-15573.21,10,積分轉負
全期間2021-2026,一次買完,1519,未知,2024-02-26,2024-03-08,388.63,362.63,-7.25,-9395.57,11,積分轉負
全期間2021-2026,一次買完,3653,健策,2024-02-26,2024-03-11,893.51,929.65,3.42,6335.2,14,積分轉負
全期間2021-2026,一次買完,2454,聯發科,2024-02-26,2024-03-15,1021.85,1040.18,1.18,3084.01,18,積分轉負
全期間2021-2026,一次買完,3017,奇鋐,2024-03-04,2024-03-08,542.79,562.39,2.99,9654.25,4,觸發停損
全期間2021-2026,一次買完,2455,全新,2024-03-04,2024-03-11,172.77,163.7,-5.82,-32717.84,7,積分轉負
全期間2021-2026,一次買完,2449,京元電子,2024-03-11,2024-03-13,96.14,96.59,-0.14,-160.09,2,積分轉負
全期間2021-2026,一次買完,2317,鴻海,2024-03-11,2024-03-15,100.04,120.6,19.83,63382.53,4,15%停利
全期間2021-2026,一次買完,2404,未知,2024-03-11,2024-03-15,338.86,301.06,-11.69,-19808.93,4,觸發停損
全期間2021-2026,一次買完,2385,未知,2024-03-11,2024-03-18,186.85,215.37,14.57,18083.79,7,15%停利
全期間2021-2026,一次買完,3037,欣興,2024-03-11,2024-03-26,171.53,184.13,6.7,11737.32,15,觸發停損
全期間2021-2026,一次買完,3324,雙鴻,2024-03-11,2024-04-01,606.16,697.86,14.44,13801.74,21,15%停利
全期間2021-2026,一次買完,5269,祥碩,2024-03-18,2024-03-20,2168.96,2074.65,-4.92,-5220.57,2,積分轉負
全期間2021-2026,一次買完,1503,未知,2024-03-18,2024-03-21,212.52,251.15,17.47,16590.28,3,15%停利
全期間2021-2026,一次買完,3034,聯詠,2024-03-18,2024-03-25,519.87,506.12,-3.23,-5976.45,7,積分轉負
全期間2021-2026,一次買完,8046,南電,2024-03-18,2024-03-25,202.59,200.19,-1.78,-3665.12,7,積分轉負
全期間2021-2026,一次買完,5347,未知,2024-03-18,2024-03-27,75.74,77.82,2.13,4917.84,9,積分轉負
全期間2021-2026,一次買完,2317,鴻海,2024-03-18,2024-04-02,124.25,145.27,16.21,28522.2,15,15%停利
全期間2021-2026,一次買完,3587,閎康,2024-03-25,2024-03-29,241.63,240.74,-0.97,-3307.91,4,積分轉負
全期間2021-2026,一次買完,2421,建準,2024-03-25,2024-04-03,113.42,116.14,1.78,4293.42,9,積分轉負
全期間2021-2026,一次買完,3533,嘉澤,2024-03-25,2024-04-09,1304.38,1529.6,16.56,31045.06,15,15%停利
全期間2021-2026,一次買完,6274,台燿,2024-03-25,2024-04-11,155.11,170.8,9.46,21563.87,17,積分轉負
全期間2021-2026,一次買完,3324,雙鴻,2024-04-01,2024-04-08,697.86,830.09,18.24,28975.73,7,15%停利
全期間2021-2026,一次買完,2492,未知,2024-04-01,2024-04-09,117.47,111.31,-5.81,-18456.74,8,積分轉負
全期間2021-2026,一次買完,6213,聯茂,2024-04-01,2024-04-10,102.58,118.88,15.19,45245.72,9,15%停利
全期間2021-2026,一次買完,3413,未知,2024-04-01,2024-04-10,270.55,265.66,-2.4,-5406.77,9,積分轉負
全期間2021-2026,一次買完,6139,亞翔,2024-04-08,2024-04-12,269.23,339.21,25.24,252359.98,4,15%停利
全期間2021-2026,一次買完,6415,未知,2024-04-15,2024-04-17,390.89,363.29,-7.62,-19099.03,2,積分轉負
全期間2021-2026,一次買完,6515,穎崴,2024-04-15,2024-04-19,851.99,789.42,-7.9,-20352.11,4,積分轉負
全期間2021-2026,一次買完,3017,奇鋐,2024-04-15,2024-04-22,603.54,555.53,-8.51,-15284.73,7,積分轉負
全期間2021-2026,一次買完,5434,未知,2024-04-15,2024-04-24,223.05,228.0,1.61,5010.19,9,積分轉負
全期間2021-2026,一次買完,2412,未知,2024-04-22,2024-04-26,111.92,110.14,-2.18,-13767.17,4,積分轉負
全期間2021-2026,一次買完,2301,未知,2024-04-22,2024-05-03,89.75,92.44,2.38,4962.64,11,積分轉負
全期間2021-2026,一次買完,2492,未知,2024-04-22,2024-05-10,100.89,107.05,5.47,8782.78,18,積分轉負
全期間2021-2026,一次買完,3532,未知,2024-04-29,2024-05-02,171.55,163.51,-5.25,-11475.65,3,積分轉負
全期間2021-2026,一次買完,6274,台燿,2024-04-29,2024-05-07,173.56,172.14,-1.41,-1755.25,8,積分轉負
全期間2021-2026,一次買完,3443,創意,2024-04-29,2024-05-10,1321.21,1233.78,-7.18,-8750.87,11,積分轉負
全期間2021-2026,一次買完,6214,未知,2024-04-29,2024-05-10,109.92,107.73,-2.58,-6383.62,11,積分轉負
全期間2021-2026,一次買完,2317,鴻海,2024-04-29,2024-05-20,144.81,153.03,5.05,8550.42,21,積分轉負
全期間2021-2026,一次買完,8996,高力,2024-04-29,2024-05-23,385.98,468.28,20.59,24283.88,24,15%停利
全期間2021-2026,一次買完,2360,致茂,2024-05-06,2024-05-10,248.63,239.65,-4.19,-16075.61,4,積分轉負
全期間2021-2026,一次買完,2357,華碩,2024-05-06,2024-05-16,387.2,445.47,14.36,88501.13,10,15%停利
全期間2021-2026,一次買完,6269,未知,2024-05-13,2024-05-21,95.81,92.58,-3.94,-8713.27,8,積分轉負
全期間2021-2026,一次買完,4958,未知,2024-05-13,2024-05-22,112.54,107.0,-5.49,-12409.68,9,積分轉負
全期間2021-2026,一次買完,2454,聯發科,2024-05-13,2024-05-27,1021.85,1177.65,14.56,25740.78,14,15%停利
全期間2021-2026,一次買完,8210,勤誠,2024-05-13,2024-05-30,285.02,302.27,5.42,6272.86,17,觸發停損
全期間2021-2026,一次買完,6206,未知,2024-05-13,2024-06-04,78.2,86.9,10.47,27217.2,22,觸發停損
全期間2021-2026,一次買完,5347,未知,2024-05-20,2024-06-04,89.28,92.98,3.52,20390.43,15,積分轉負
全期間2021-2026,一次買完,3443,創意,2024-05-20,2024-06-14,1418.36,1535.14,7.59,31884.05,25,積分轉負
全期間2021-2026,一次買完,6415,未知,2024-05-27,2024-05-30,471.24,461.38,-2.68,-5166.36,3,積分轉負
全期間2021-2026,一次買完,2458,未知,2024-05-27,2024-05-31,155.62,146.63,-6.34,-17813.23,4,積分轉負
全期間2021-2026,一次買完,2345,智邦,2024-05-27,2024-06-11,493.51,507.92,2.3,5803.77,15,積分轉負
全期間2021-2026,一次買完,2454,聯發科,2024-05-27,2024-06-19,1177.65,1360.94,14.87,40703.55,23,15%停利
全期間2021-2026,一次買完,1560,未知,2024-06-03,2024-06-05,281.69,273.44,-3.51,-8845.8,2,積分轉負
全期間2021-2026,一次買完,3013,晟銘電,2024-06-03,2024-06-07,93.65,90.68,-3.74,-7959.13,4,積分轉負
全期間2021-2026,一次買完,5483,未知,2024-06-03,2024-06-07,193.44,189.37,-2.69,-9511.05,4,積分轉負
全期間2021-2026,一次買完,3529,力旺,2024-06-17,2024-06-21,2659.64,2556.97,-4.44,-14516.13,4,積分轉負
全期間2021-2026,一次買完,6415,未知,2024-06-17,2024-06-25,517.58,492.93,-5.33,-14877.09,8,積分轉負
全期間2021-2026,一次買完,3035,智原,2024-06-17,2024-06-25,313.35,301.82,-4.26,-16732.1,8,積分轉負
全期間2021-2026,一次買完,2455,全新,2024-06-24,2024-06-26,166.78,152.76,-8.95,-11451.69,2,積分轉負
全期間2021-2026,一次買完,2449,京元電子,2024-06-24,2024-07-02,102.38,99.26,-3.62,-4846.32,8,積分轉負
全期間2021-2026,一次買完,5483,未知,2024-06-24,2024-07-03,192.98,196.15,1.03,2907.96,9,積分轉負
全期間2021-2026,一次買完,1503,未知,2024-06-24,2024-07-09,273.3,272.36,-0.94,-958.39,15,積分轉負
全期間2021-2026,一次買完,2368,金像電,2024-06-24,2024-07-11,195.08,213.59,8.83,15188.85,17,積分轉負
全期間2021-2026,一次買完,2308,台達電,2024-06-24,2024-07-11,368.0,424.2,14.58,26620.27,17,15%停利
全期間2021-2026,一次買完,5434,未知,2024-07-01,2024-07-03,259.91,253.85,-2.92,-12144.85,2,積分轉負
全期間2021-2026,一次買完,3131,弘塑,2024-07-01,2024-07-11,1354.23,1301.59,-4.46,-7264.39,10,積分轉負
全期間2021-2026,一次買完,6488,未知,2024-07-01,2024-07-17,531.47,541.82,1.34,5624.79,16,積分轉負
全期間2021-2026,一次買完,2317,鴻海,2024-07-08,2024-07-15,212.24,202.87,-4.99,-19657.02,7,積分轉負
全期間2021-2026,一次買完,3105,穩懋,2024-07-08,2024-07-22,175.73,153.58,-13.13,-44864.45,14,觸發停損
全期間2021-2026,一次買完,2449,京元電子,2024-07-08,2024-07-26,118.4,99.06,-16.84,-44464.13,18,觸發停損
全期間2021-2026,一次買完,2395,研華,2024-07-22,2024-07-26,356.07,334.11,-6.73,-21827.69,4,觸發停損
全期間2021-2026,一次買完,3131,弘塑,2024-07-22,2024-08-02,1354.23,1374.02,0.85,762.44,11,積分轉負
全期間2021-2026,一次買完,2412,未知,2024-07-22,2024-09-30,111.7,116.33,3.53,20669.51,70,積分轉負
全期間2021-2026,一次買完,3374,未知,2024-07-29,2024-08-01,203.55,243.48,18.9,38397.91,3,15%停利
全期間2021-2026,一次買完,2404,未知,2024-07-29,2024-08-05,311.11,287.35,-8.19,-37276.99,7,觸發停損
全期間2021-2026,一次買完,2308,台達電,2024-07-29,2024-08-05,387.05,343.07,-11.89,-40623.49,7,觸發停損
全期間2021-2026,一次買完,6187,萬潤,2024-08-12,2024-08-15,284.59,341.42,19.25,19171.71,3,15%停利
全期間2021-2026,一次買完,3231,緯創,2024-08-12,2024-08-20,95.61,94.21,-2.05,-2916.7,8,積分轉負
全期間2021-2026,一次買完,3583,辛耘,2024-08-12,2024-08-22,405.46,443.12,8.63,8127.06,10,積分轉負
全期間2021-2026,一次買完,5347,未知,2024-08-12,2024-08-22,112.6,110.73,-2.25,-3379.4,10,積分轉負
全期間2021-2026,一次買完,1609,未知,2024-08-12,2024-08-27,50.85,51.48,0.62,945.8,15,積分轉負
全期間2021-2026,一次買完,3587,閎康,2024-08-12,2024-08-30,264.62,271.75,2.08,2953.69,18,積分轉負
全期間2021-2026,一次買完,2303,聯電,2024-08-12,2024-09-05,50.52,49.78,-2.05,-4520.55,24,積分轉負
全期間2021-2026,一次買完,3529,力旺,2024-08-19,2024-08-26,2559.8,2500.73,-2.89,-28863.34,7,積分轉負
全期間2021-2026,一次買完,6415,未知,2024-08-26,2024-08-30,472.72,464.83,-2.26,-3632.55,4,積分轉負
全期間2021-2026,一次買完,2353,宏碁,2024-08-26,2024-09-03,41.21,40.06,-3.37,-11286.38,8,積分轉負
全期間2021-2026,一次買完,2324,仁寶,2024-08-26,2024-09-04,31.32,29.65,-5.9,-16291.61,9,積分轉負
全期間2021-2026,一次買完,2357,華碩,2024-08-26,2024-09-05,488.31,465.95,-5.15,-11748.35,10,積分轉負
全期間2021-2026,一次買完,6515,穎崴,2024-09-09,2024-09-16,1192.71,1392.31,16.04,46777.75,7,15%停利
全期間2021-2026,一次買完,6438,未知,2024-09-09,2024-09-23,112.42,130.3,15.21,62462.45,14,15%停利
全期間2021-2026,一次買完,8996,高力,2024-09-09,2024-10-04,390.88,382.56,-2.72,-8064.59,25,積分轉負
全期間2021-2026,一次買完,6214,未知,2024-09-16,2024-09-25,118.07,115.79,-2.52,-7381.83,9,積分轉負
全期間2021-2026,一次買完,3680,未知,2024-09-16,2024-09-25,553.76,553.76,-0.6,-1027.43,9,積分轉負
全期間2021-2026,一次買完,2345,智邦,2024-09-16,2024-09-26,538.64,521.01,-3.85,-7418.73,10,積分轉負
全期間2021-2026,一次買完,6187,萬潤,2024-09-16,2024-09-30,454.58,456.51,-0.18,-212.37,14,積分轉負
全期間2021-2026,一次買完,3711,日月光投控,2024-09-16,2024-10-01,147.05,144.66,-2.21,-4918.9,15,積分轉負
全期間2021-2026,一次買完,3081,聯亞,2024-09-30,2024-10-04,267.79,313.55,16.39,52206.18,4,15%停利
全期間2021-2026,一次買完,4979,未知,2024-09-30,2024-10-17,142.56,151.93,5.94,17857.5,17,積分轉負
全期間2021-2026,一次買完,8114,未知,2024-09-30,2024-10-30,192.79,192.79,-0.6,-2277.19,30,積分轉負
全期間2021-2026,一次買完,3363,上詮,2024-10-07,2024-10-09,213.5,247.5,15.23,37337.7,2,15%停利
全期間2021-2026,一次買完,6139,亞翔,2024-10-07,2024-10-11,228.6,212.72,-7.5,-34463.41,4,積分轉負
全期間2021-2026,一次買完,6438,未知,2024-10-07,2024-10-18,166.52,200.39,19.62,57994.17,11,15%停利
全期間2021-2026,一次買完,2449,京元電子,2024-10-14,2024-10-25,116.86,119.14,1.34,7287.56,11,積分轉負
全期間2021-2026,一次買完,6442,光聖,2024-10-14,2024-10-28,451.74,441.53,-2.85,-13015.6,14,觸發停損
全期間2021-2026,一次買完,2345,智邦,2024-10-21,2024-10-24,566.06,558.22,-1.97,-4085.04,3,積分轉負
全期間2021-2026,一次買完,3529,力旺,2024-10-21,2024-10-25,3180.06,3160.37,-1.21,-1890.88,4,積分轉負
全期間2021-2026,一次買完,3443,創意,2024-10-21,2024-11-01,1240.86,1157.48,-7.28,-14897.73,11,積分轉負
全期間2021-2026,一次買完,3189,景碩,2024-10-21,2024-11-04,113.98,103.12,-10.07,-18064.8,14,積分轉負
全期間2021-2026,一次買完,2382,廣達,2024-10-21,2024-11-13,282.85,294.75,3.58,9043.69,23,積分轉負
全期間2021-2026,一次買完,2317,鴻海,2024-10-28,2024-11-13,201.47,201.0,-0.83,-5102.44,16,積分轉負
全期間2021-2026,一次買完,3037,欣興,2024-10-28,2024-11-14,163.65,163.65,-0.6,-2301.78,17,積分轉負
全期間2021-2026,一次買完,2356,英業達,2024-11-04,2024-11-11,42.79,50.38,17.03,49279.23,7,15%停利
全期間2021-2026,一次買完,3661,世芯-KY,2024-11-04,2024-11-15,2159.54,2283.37,5.1,8167.33,11,積分轉負
全期間2021-2026,一次買完,3231,緯創,2024-11-04,2024-11-15,108.2,109.6,0.69,1418.01,11,積分轉負
全期間2021-2026,一次買完,2357,華碩,2024-11-04,2024-11-18,533.03,547.34,2.07,5115.1,14,積分轉負
全期間2021-2026,一次買完,6442,光聖,2024-11-04,2024-11-27,505.71,485.78,-4.52,-4373.69,23,積分轉負
全期間2021-2026,一次買完,3363,上詮,2024-11-25,2024-11-27,226.5,210.0,-7.84,-6231.96,2,積分轉負
全期間2021-2026,一次買完,1560,未知,2024-11-25,2024-11-27,306.52,290.8,-5.7,-6133.43,2,積分轉負
全期間2021-2026,一次買完,3231,緯創,2024-11-25,2024-11-28,116.13,105.87,-9.38,-10195.83,3,積分轉負
全期間2021-2026,一次買完,4979,未知,2024-11-25,2024-12-02,165.74,191.39,14.79,11418.24,7,15%停利
全期間2021-2026,一次買完,2412,未知,2024-11-25,2024-12-02,114.48,114.01,-1.0,-4754.98,7,積分轉負
全期間2021-2026,一次買完,2059,川湖,2024-11-25,2024-12-12,1448.95,1533.02,5.17,4512.39,17,積分轉負
全期間2021-2026,一次買完,3706,神達,2024-11-25,2024-12-24,76.79,63.21,-18.17,-11675.59,29,觸發停損
全期間2021-2026,一次買完,3017,奇鋐,2024-12-02,2024-12-10,672.12,676.08,-0.01,-39.23,8,積分轉負
全期間2021-2026,一次買完,3324,雙鴻,2024-12-02,2024-12-11,688.1,681.27,-1.58,-5108.59,9,積分轉負
全期間2021-2026,一次買完,2383,台光電,2024-12-02,2024-12-13,497.47,591.24,18.14,62404.38,11,15%停利
全期間2021-2026,一次買完,2368,金像電,2024-12-09,2024-12-16,198.06,233.49,17.19,63763.44,7,15%停利
全期間2021-2026,一次買完,6442,光聖,2024-12-09,2024-12-16,540.72,549.48,1.01,2719.77,7,觸發停損
全期間2021-2026,一次買完,3661,世芯-KY,2024-12-09,2024-12-17,2649.9,3288.85,23.37,83947.56,8,15%停利
全期間2021-2026,一次買完,2308,台達電,2024-12-16,2024-12-20,416.38,402.69,-3.86,-10031.41,4,積分轉負
全期間2021-2026,一次買完,6274,台燿,2024-12-16,2024-12-20,172.14,166.94,-3.6,-6294.02,4,積分轉負
全期間2021-2026,一次買完,3443,創意,2024-12-16,2024-12-20,1338.95,1324.24,-1.69,-2171.54,4,積分轉負
全期間2021-2026,一次買完,2383,台光電,2024-12-16,2024-12-25,602.1,583.35,-3.69,-6071.16,9,積分轉負
全期間2021-2026,一次買完,6669,緯穎,2024-12-16,2024-12-25,2359.13,2439.34,2.78,3652.28,9,積分轉負
全期間2021-2026,一次買完,2368,金像電,2024-12-16,2025-01-06,233.49,229.12,-2.46,-3468.46,21,積分轉負
全期間2021-2026,一次買完,2330,台積電,2024-12-23,2025-01-02,1056.37,1041.69,-1.98,-9645.29,10,積分轉負
全期間2021-2026,一次買完,3034,聯詠,2024-12-23,2025-01-06,453.68,450.05,-1.39,-7128.64,14,積分轉負
全期間2021-2026,一次買完,3044,健鼎,2024-12-30,2025-01-07,185.28,184.81,-0.85,-6570.72,8,積分轉負
全期間2021-2026,一次買完,4991,未知,2024-12-30,2025-01-07,131.5,119.0,-10.05,-22676.01,8,積分轉負
全期間2021-2026,一次買完,8046,南電,2025-01-06,2025-01-09,137.49,126.61,-8.46,-23920.64,3,積分轉負
全期間2021-2026,一次買完,5269,祥碩,2025-01-06,2025-01-10,1969.32,1873.95,-5.41,-15953.06,4,積分轉負
全期間2021-2026,一次買完,6139,亞翔,2025-01-06,2025-01-16,226.19,220.42,-3.14,-13235.52,10,積分轉負
全期間2021-2026,一次買完,4979,未知,2025-01-20,2025-01-22,197.8,239.24,20.22,17229.1,2,15%停利
全期間2021-2026,一次買完,3231,緯創,2025-01-20,2025-02-03,104.94,93.28,-11.64,-17279.01,14,觸發停損
全期間2021-2026,一次買完,3081,聯亞,2025-01-20,2025-02-04,446.77,407.34,-9.37,-11165.54,15,觸發停損
全期間2021-2026,一次買完,3529,力旺,2025-01-20,2025-02-04,3396.66,3140.68,-8.09,-9525.97,15,積分轉負
全期間2021-2026,一次買完,2383,台光電,2025-01-20,2025-02-04,595.19,538.93,-9.99,-13166.83,15,觸發停損
全期間2021-2026,一次買完,3661,世芯-KY,2025-01-20,2025-02-13,3135.3,3630.61,15.11,16318.23,24,15%停利
全期間2021-2026,一次買完,2454,聯發科,2025-01-20,2025-02-21,1381.9,1444.06,3.87,5570.19,32,積分轉負
全期間2021-2026,一次買完,6139,亞翔,2025-01-20,2025-02-26,231.97,267.1,14.46,20981.98,37,15%停利
全期間2021-2026,一次買完,2383,台光電,2025-02-10,2025-02-17,604.07,586.31,-3.52,-14746.29,7,積分轉負
全期間2021-2026,一次買完,6206,未知,2025-02-10,2025-02-18,112.17,138.16,22.43,130404.76,8,15%停利
全期間2021-2026,一次買完,2059,川湖,2025-02-17,2025-02-26,1735.78,2027.55,16.11,27036.3,9,15%停利
全期間2021-2026,一次買完,3443,創意,2025-02-17,2025-02-27,1388.0,1314.43,-5.87,-10695.29,10,積分轉負
全期間2021-2026,一次買完,3227,未知,2025-02-17,2025-03-04,259.58,244.1,-6.53,-11393.49,15,積分轉負
全期間2021-2026,一次買完,8299,群聯,2025-02-17,2025-03-04,521.41,525.26,0.14,414.26,15,積分轉負
全期間2021-2026,一次買完,8210,勤誠,2025-02-17,2025-03-10,284.14,283.16,-0.94,-1612.62,21,積分轉負
全期間2021-2026,一次買完,1519,未知,2025-02-24,2025-03-04,528.94,488.13,-8.27,-82676.34,8,積分轉負
全期間2021-2026,一次買完,2376,技嘉,2025-03-10,2025-03-14,248.36,241.85,-3.2,-5199.61,4,積分轉負
全期間2021-2026,一次買完,8299,群聯,2025-03-10,2025-03-24,574.41,550.32,-4.77,-4329.74,14,積分轉負
全期間2021-2026,一次買完,2303,聯電,2025-03-10,2025-03-27,41.61,41.38,-1.15,-2498.79,17,積分轉負
全期間2021-2026,一次買完,2412,未知,2025-03-10,2025-04-07,118.65,114.94,-3.7,-19618.95,28,觸發停損
全期間2021-2026,一次買完,2404,未知,2025-03-31,2025-04-09,425.21,389.35,-8.98,-89814.93,9,積分轉負
全期間2021-2026,一次買完,3324,雙鴻,2025-04-14,2025-04-17,473.68,455.65,-4.38,-4314.51,3,積分轉負
全期間2021-2026,一次買完,2454,聯發科,2025-04-14,2025-04-18,1338.86,1305.39,-3.08,-4509.23,4,積分轉負
全期間2021-2026,一次買完,2376,技嘉,2025-04-14,2025-04-22,197.67,194.41,-2.24,-2668.01,8,積分轉負
全期間2021-2026,一次買完,6214,未知,2025-04-14,2025-05-05,102.12,108.5,5.61,7639.05,21,觸發停損
全期間2021-2026,一次買完,6206,未知,2025-04-14,2025-05-06,103.05,96.67,-6.76,-6704.14,22,積分轉負
全期間2021-2026,一次買完,3231,緯創,2025-04-14,2025-05-14,90.76,106.8,16.97,20998.54,30,15%停利
全期間2021-2026,一次買完,2337,未知,2025-04-14,2025-05-23,19.25,21.1,8.95,8587.86,39,觸發停損
全期間2021-2026,一次買完,2303,聯電,2025-04-14,2025-05-26,40.91,43.5,5.68,10273.8,42,觸發停損
全期間2021-2026,一次買完,2317,鴻海,2025-04-21,2025-05-13,127.91,148.05,15.06,75262.37,22,15%停利
全期間2021-2026,一次買完,2382,廣達,2025-04-21,2025-05-14,212.37,253.1,18.47,92377.31,23,15%停利
全期間2021-2026,一次買完,3131,弘塑,2025-04-28,2025-05-07,914.4,863.12,-6.17,-61731.27,9,積分轉負
全期間2021-2026,一次買完,2383,台光電,2025-05-05,2025-05-20,614.93,667.25,7.86,13192.77,15,積分轉負
全期間2021-2026,一次買完,2345,智邦,2025-05-12,2025-05-27,660.07,706.1,6.33,63333.77,15,積分轉負
全期間2021-2026,一次買完,3017,奇鋐,2025-05-19,2025-05-26,589.84,597.77,0.74,3706.35,7,積分轉負
全期間2021-2026,一次買完,1513,未知,2025-05-19,2025-05-28,142.2,142.67,-0.27,-1345.27,9,積分轉負
全期間2021-2026,一次買完,2412,未知,2025-05-26,2025-05-28,123.28,122.36,-1.35,-5895.72,2,積分轉負
全期間2021-2026,一次買完,3231,緯創,2025-05-26,2025-06-03,108.2,105.63,-2.96,-4183.58,8,積分轉負
全期間2021-2026,一次買完,2383,台光電,2025-05-26,2025-06-09,697.84,809.38,15.29,17296.53,14,15%停利
全期間2021-2026,一次買完,3131,弘塑,2025-05-26,2025-06-10,1161.15,1378.86,18.04,13891.47,15,15%停利
全期間2021-2026,一次買完,8210,勤誠,2025-05-26,2025-06-11,311.92,370.89,18.19,19409.48,16,15%停利
全期間2021-2026,一次買完,6139,亞翔,2025-05-26,2025-06-11,240.15,251.22,3.98,4925.76,16,積分轉負
全期間2021-2026,一次買完,6274,台燿,2025-06-02,2025-06-09,172.62,205.85,18.54,185394.96,7,15%停利
全期間2021-2026,一次買完,2368,金像電,2025-06-09,2025-06-16,270.39,271.36,-0.24,-437.86,7,積分轉負
全期間2021-2026,一次買完,3017,奇鋐,2025-06-09,2025-06-20,676.08,727.63,6.98,18877.23,11,積分轉負
全期間2021-2026,一次買完,6515,穎崴,2025-06-09,2025-06-27,1090.48,1197.58,9.16,14759.41,18,積分轉負
全期間2021-2026,一次買完,6223,未知,2025-06-09,2025-07-03,816.7,1001.24,21.86,44199.16,24,15%停利
全期間2021-2026,一次買完,6274,台燿,2025-06-09,2025-07-08,205.85,238.1,14.97,27633.19,29,15%停利
全期間2021-2026,一次買完,1519,未知,2025-06-16,2025-06-20,422.51,451.32,6.18,16655.62,4,觸發停損
全期間2021-2026,一次買完,3653,健策,2025-06-16,2025-06-23,1471.27,1426.98,-3.59,-8416.91,7,積分轉負
全期間2021-2026,一次買完,3131,弘塑,2025-06-16,2025-07-01,1528.84,1577.22,2.55,4835.82,15,積分轉負
全期間2021-2026,一次買完,3231,緯創,2025-06-16,2025-07-02,114.79,115.76,0.24,723.96,16,積分轉負
全期間2021-2026,一次買完,2360,致茂,2025-06-30,2025-07-09,438.79,421.44,-4.53,-9051.89,9,積分轉負
全期間2021-2026,一次買完,3661,世芯-KY,2025-06-30,2025-07-16,3065.96,3566.22,15.62,27990.35,16,15%停利
