期間,進場方式,股票代號,名稱,買進日,賣出日,買進價,賣出價,損益%,損益金額,持有天數,出場原因
2022空頭年,3:3:4分批,5388,未知,2022-01-17,2022-02-14,63.2,62.13,-2.28,-2642.3,28,積分轉負
2022空頭年,3:3:4分批,2360,致茂,2022-01-24,2022-01-26,190.74,185.92,-3.11,-895.1,2,積分轉負
2022空頭年,3:3:4分批,2330,台積電,2022-01-24,2022-01-26,601.83,586.16,-3.19,-1303.11,2,積分轉負
2022空頭年,3:3:4分批,3044,健鼎,2022-01-24,2022-02-11,101.38,100.39,-1.57,-1830.8,18,積分轉負
2022空頭年,3:3:4分批,2382,廣達,2022-01-24,2022-02-14,71.56,70.59,-1.94,-972.37,21,積分轉負
2022空頭年,3:3:4分批,5269,祥碩,2022-02-14,2022-02-23,1613.37,1572.93,-3.09,-2202.56,9,積分轉負
2022空頭年,3:3:4分批,8299,群聯,2022-02-14,2022-03-07,426.1,409.85,-4.39,-9872.37,21,觸發停損
2022空頭年,3:3:4分批,2337,未知,2022-02-14,2022-03-09,38.24,36.27,-5.72,-13286.66,23,積分轉負
2022空頭年,3:3:4分批,2317,鴻海,2022-02-21,2022-02-23,87.85,87.02,-1.54,-928.66,2,積分轉負
2022空頭年,3:3:4分批,2492,未知,2022-02-21,2022-02-23,138.47,133.2,-4.38,-2028.15,2,積分轉負
2022空頭年,3:3:4分批,2353,宏碁,2022-02-21,2022-02-25,23.33,22.28,-5.05,-2839.72,4,積分轉負
2022空頭年,3:3:4分批,2357,華碩,2022-02-21,2022-02-25,270.12,265.13,-2.44,-1709.61,4,積分轉負
2022空頭年,3:3:4分批,2382,廣達,2022-02-21,2022-02-25,72.2,70.82,-2.49,-1663.62,4,積分轉負
2022空頭年,3:3:4分批,3005,未知,2022-03-07,2022-03-09,43.41,43.49,-0.42,-430.77,2,積分轉負
2022空頭年,3:3:4分批,8996,高力,2022-03-07,2022-03-11,52.73,61.16,15.29,12221.18,4,15%停利
2022空頭年,3:3:4分批,3081,聯亞,2022-03-07,2022-03-15,161.93,152.58,-6.34,-7515.86,8,積分轉負
2022空頭年,3:3:4分批,6669,緯穎,2022-03-14,2022-03-15,887.17,813.95,-8.8,-8206.03,1,觸發停損
2022空頭年,3:3:4分批,6239,未知,2022-03-14,2022-03-16,75.52,73.2,-3.65,-5227.24,2,積分轉負
2022空頭年,3:3:4分批,2455,全新,2022-03-14,2022-03-31,105.38,101.15,-4.59,-5825.24,17,積分轉負
2022空頭年,3:3:4分批,6182,未知,2022-03-21,2022-03-25,68.79,64.52,-6.76,-2339.93,4,積分轉負
2022空頭年,3:3:4分批,3532,未知,2022-03-21,2022-03-28,318.29,267.62,-16.42,-3848.57,7,觸發停損
2022空頭年,3:3:4分批,2353,宏碁,2022-03-21,2022-04-01,23.44,22.94,-2.73,-1436.43,11,積分轉負
2022空頭年,3:3:4分批,2303,聯電,2022-03-21,2022-04-06,41.03,39.15,-5.15,-4966.25,16,觸發停損
2022空頭年,3:3:4分批,2458,未知,2022-03-21,2022-04-06,124.51,122.7,-2.05,-2258.87,16,積分轉負
2022空頭年,3:3:4分批,2368,金像電,2022-03-21,2022-04-11,81.34,79.4,-2.97,-2012.71,21,積分轉負
2022空頭年,3:3:4分批,4958,未知,2022-03-21,2022-05-10,92.01,86.39,-6.66,-6941.33,50,積分轉負
2022空頭年,3:3:4分批,3653,健策,2022-03-28,2022-04-25,349.55,315.45,-10.3,-10977.45,28,觸發停損
2022空頭年,3:3:4分批,2059,川湖,2022-04-11,2022-04-18,409.35,399.08,-3.09,-1800.73,7,積分轉負
2022空頭年,3:3:4分批,6206,未知,2022-04-11,2022-04-26,57.77,57.24,-1.52,-1375.88,15,積分轉負
2022空頭年,3:3:4分批,2412,未知,2022-04-11,2022-05-03,108.0,105.44,-2.95,-14922.56,22,觸發停損
2022空頭年,3:3:4分批,6414,樺漢,2022-04-18,2022-04-25,168.73,163.78,-3.51,-2149.26,7,觸發停損
2022空頭年,3:3:4分批,3374,未知,2022-04-18,2022-05-05,122.89,123.9,0.22,376.09,17,積分轉負
2022空頭年,3:3:4分批,2395,研華,2022-04-25,2022-05-05,300.84,277.11,-8.44,-201.19,10,觸發停損
2022空頭年,3:3:4分批,6285,未知,2022-04-25,2022-05-05,63.91,58.26,-9.39,-156.68,10,觸發停損
2022空頭年,3:3:4分批,2317,鴻海,2022-05-09,2022-05-12,86.19,84.53,-2.51,-3608.65,3,積分轉負
2022空頭年,3:3:4分批,2356,英業達,2022-05-09,2022-05-12,21.37,20.83,-3.1,-3745.56,3,積分轉負
2022空頭年,3:3:4分批,3443,創意,2022-05-09,2022-05-20,466.02,544.76,16.2,11435.2,11,15%停利
2022空頭年,3:3:4分批,2356,英業達,2022-05-16,2022-05-23,21.87,21.16,-3.79,-2022.43,7,積分轉負
2022空頭年,3:3:4分批,3037,欣興,2022-05-16,2022-05-23,193.88,195.23,0.1,21.82,7,積分轉負
2022空頭年,3:3:4分批,6515,穎崴,2022-05-16,2022-05-24,336.86,319.13,-5.83,-1480.99,8,積分轉負
2022空頭年,3:3:4分批,2303,聯電,2022-05-16,2022-05-24,37.88,37.54,-1.5,-488.61,8,積分轉負
2022空頭年,3:3:4分批,2353,宏碁,2022-05-16,2022-05-24,22.21,21.12,-5.45,-2391.55,8,積分轉負
2022空頭年,3:3:4分批,6770,未知,2022-05-16,2022-05-26,55.82,54.07,-3.71,-1399.59,10,積分轉負
2022空頭年,3:3:4分批,2317,鴻海,2022-05-16,2022-06-13,89.42,92.41,2.73,7686.9,28,積分轉負
2022空頭年,3:3:4分批,3017,奇鋐,2022-05-23,2022-06-01,104.28,103.6,-1.24,-1897.96,9,積分轉負
2022空頭年,3:3:4分批,4958,未知,2022-05-23,2022-06-07,94.78,98.5,3.3,6705.79,15,積分轉負
2022空頭年,3:3:4分批,2382,廣達,2022-05-23,2022-06-14,59.59,60.91,1.61,5925.77,22,積分轉負
2022空頭年,3:3:4分批,8114,未知,2022-06-13,2022-06-16,114.43,99.31,-13.73,-9803.43,3,觸發停損
2022空頭年,3:3:4分批,1560,未知,2022-06-13,2022-06-16,152.13,142.48,-6.9,-3101.9,3,積分轉負
2022空頭年,3:3:4分批,2404,未知,2022-06-13,2022-06-17,139.77,137.51,-2.21,-3320.39,4,積分轉負
2022空頭年,3:3:4分批,1503,未知,2022-06-20,2022-06-30,55.42,55.9,0.26,519.33,10,積分轉負
2022空頭年,3:3:4分批,2412,未知,2022-06-20,2022-07-11,106.23,106.3,-0.53,-3524.87,21,積分轉負
2022空頭年,3:3:4分批,2368,金像電,2022-06-27,2022-07-01,86.52,69.32,-20.36,-6725.88,4,觸發停損
2022空頭年,3:3:4分批,6285,未知,2022-06-27,2022-07-01,58.43,53.02,-9.79,-5081.68,4,觸發停損
2022空頭年,3:3:4分批,2395,研華,2022-06-27,2022-07-01,284.75,278.72,-2.7,-982.66,4,積分轉負
2022空頭年,3:3:4分批,3653,健策,2022-06-27,2022-07-01,320.56,268.56,-16.72,-2977.96,4,觸發停損
2022空頭年,3:3:4分批,6414,樺漢,2022-06-27,2022-07-04,174.91,167.9,-4.58,-1165.94,7,積分轉負
2022空頭年,3:3:4分批,1513,未知,2022-06-27,2022-07-18,46.99,46.52,-1.59,-2718.7,21,積分轉負
2022空頭年,3:3:4分批,6214,未知,2022-07-04,2022-07-07,59.92,59.51,-1.29,-48.37,3,積分轉負
2022空頭年,3:3:4分批,6206,未知,2022-07-04,2022-07-11,69.54,69.62,-0.49,-53.23,7,積分轉負
2022空頭年,3:3:4分批,6183,未知,2022-07-04,2022-07-12,53.28,51.8,-3.36,-179.47,8,積分轉負
2022空頭年,3:3:4分批,8114,未知,2022-07-04,2022-07-20,116.73,113.78,-3.11,-1613.78,16,積分轉負
2022空頭年,3:3:4分批,4979,未知,2022-07-04,2022-07-25,25.47,29.31,14.41,6411.86,21,15%停利
2022空頭年,3:3:4分批,8050,未知,2022-07-04,2022-08-08,51.96,55.89,6.92,1760.87,35,積分轉負
2022空頭年,3:3:4分批,2357,華碩,2022-07-11,2022-07-18,220.88,220.17,-0.92,-1107.42,7,積分轉負
2022空頭年,3:3:4分批,2313,華通,2022-07-11,2022-07-25,40.57,42.92,5.16,8516.55,14,積分轉負
2022空頭年,3:3:4分批,6282,康舒,2022-07-11,2022-07-26,28.15,27.67,-2.28,-4269.79,15,積分轉負
2022空頭年,3:3:4分批,3017,奇鋐,2022-07-18,2022-08-02,99.53,105.9,5.76,10456.29,15,積分轉負
2022空頭年,3:3:4分批,6285,未知,2022-07-18,2022-08-15,62.73,69.4,9.97,27834.17,28,積分轉負
2022空頭年,3:3:4分批,3338,泰碩,2022-07-18,2022-08-24,36.02,37.04,2.23,4348.0,37,積分轉負
2022空頭年,3:3:4分批,2492,未知,2022-07-25,2022-08-02,89.68,84.4,-6.45,-2276.18,8,積分轉負
2022空頭年,3:3:4分批,3711,日月光投控,2022-07-25,2022-08-19,75.49,77.31,1.8,1481.58,25,積分轉負
2022空頭年,3:3:4分批,3380,明泰,2022-07-25,2022-09-14,27.78,29.78,6.57,11056.64,51,觸發停損
2022空頭年,3:3:4分批,3680,未知,2022-08-08,2022-08-11,228.5,222.1,-3.38,-1240.69,3,積分轉負
2022空頭年,3:3:4分批,3529,力旺,2022-08-08,2022-08-15,1166.73,1345.86,14.66,2630.9,7,15%停利
2022空頭年,3:3:4分批,3231,緯創,2022-08-08,2022-08-25,24.87,24.82,-0.76,-390.49,17,積分轉負
2022空頭年,3:3:4分批,3081,聯亞,2022-08-08,2022-09-08,147.16,141.53,-4.4,-5576.02,31,積分轉負
2022空頭年,3:3:4分批,1513,未知,2022-08-15,2022-08-17,58.09,55.67,-4.75,-4755.71,2,積分轉負
2022空頭年,3:3:4分批,5347,未知,2022-08-15,2022-08-19,67.04,64.3,-4.67,-2290.74,4,積分轉負
2022空頭年,3:3:4分批,2345,智邦,2022-08-15,2022-08-23,262.79,259.49,-1.85,-1294.17,8,積分轉負
2022空頭年,3:3:4分批,1513,未知,2022-08-22,2022-08-26,58.72,57.64,-2.42,-1920.91,4,積分轉負
2022空頭年,3:3:4分批,3680,未知,2022-08-29,2022-09-02,258.2,249.52,-3.94,-4095.29,4,積分轉負
2022空頭年,3:3:4分批,3661,世芯-KY,2022-08-29,2022-09-06,841.18,815.17,-3.67,-3817.9,8,積分轉負
2022空頭年,3:3:4分批,6533,未知,2022-08-29,2022-10-03,391.81,383.82,-2.63,-8063.68,35,積分轉負
2022空頭年,3:3:4分批,2357,華碩,2022-09-05,2022-09-07,212.04,198.89,-6.76,-2287.66,2,觸發停損
2022空頭年,3:3:4分批,2412,未知,2022-09-05,2022-09-08,104.59,103.73,-1.41,-682.82,3,積分轉負
2022空頭年,3:3:4分批,2382,廣達,2022-09-05,2022-09-19,66.14,65.9,-0.96,-1326.95,14,積分轉負
2022空頭年,3:3:4分批,2301,未知,2022-09-05,2022-09-22,58.57,57.12,-3.04,-6043.01,17,積分轉負
2022空頭年,3:3:4分批,5483,未知,2022-09-12,2022-09-16,139.88,133.24,-5.32,-699.6,4,積分轉負
2022空頭年,3:3:4分批,2376,技嘉,2022-09-12,2022-09-21,82.79,79.99,-3.96,-2127.77,9,積分轉負
2022空頭年,3:3:4分批,6285,未知,2022-09-12,2022-09-26,76.44,68.98,-10.3,-3952.3,14,觸發停損
2022空頭年,3:3:4分批,2345,智邦,2022-09-12,2022-09-26,267.97,258.08,-4.27,-801.94,14,積分轉負
2022空頭年,3:3:4分批,2308,台達電,2022-09-19,2022-09-26,250.85,242.93,-3.74,-1389.75,7,積分轉負
2022空頭年,3:3:4分批,3533,嘉澤,2022-09-19,2022-09-28,721.51,662.89,-8.67,-6579.88,9,積分轉負
2022空頭年,3:3:4分批,3017,奇鋐,2022-09-19,2022-09-29,108.51,103.25,-5.42,-2875.19,10,積分轉負
2022空頭年,3:3:4分批,2368,金像電,2022-09-26,2022-09-28,89.37,82.19,-8.59,-10799.59,2,積分轉負
2022空頭年,3:3:4分批,5227,未知,2022-09-26,2022-10-06,69.02,82.35,18.6,16368.76,10,15%停利
2022空頭年,3:3:4分批,2353,宏碁,2022-10-03,2022-10-11,18.58,18.28,-2.19,-1578.4,8,積分轉負
2022空頭年,3:3:4分批,5347,未知,2022-10-03,2022-10-11,55.81,52.3,-6.86,-3529.24,8,觸發停損
2022空頭年,3:3:4分批,2368,金像電,2022-10-03,2022-10-11,86.43,78.41,-9.82,-3388.6,8,積分轉負
2022空頭年,3:3:4分批,6770,未知,2022-10-03,2022-10-12,28.55,27.86,-3.01,-1249.4,9,積分轉負
2022空頭年,3:3:4分批,3289,宜特,2022-10-03,2022-10-12,66.91,56.86,-15.53,-4823.79,9,觸發停損
2022空頭年,3:3:4分批,6415,未知,2022-10-03,2022-10-14,412.41,404.64,-2.47,-790.4,11,積分轉負
2022空頭年,3:3:4分批,3189,景碩,2022-10-03,2022-11-11,92.48,110.29,18.54,23161.12,39,15%停利
2022空頭年,3:3:4分批,2337,未知,2022-10-17,2022-10-20,30.36,29.94,-1.97,-829.77,3,積分轉負
2022空頭年,3:3:4分批,2308,台達電,2022-10-17,2022-10-20,250.39,247.59,-1.71,-868.23,3,積分轉負
2022空頭年,3:3:4分批,3289,宜特,2022-10-17,2022-10-21,64.96,60.51,-7.41,-1954.65,4,積分轉負
2022空頭年,3:3:4分批,2492,未知,2022-10-17,2022-10-21,71.02,67.88,-4.99,-2167.92,4,積分轉負
2022空頭年,3:3:4分批,6412,未知,2022-10-17,2022-10-25,55.48,57.03,2.18,1418.7,8,積分轉負
2022空頭年,3:3:4分批,2454,聯發科,2022-10-17,2022-11-11,472.33,564.45,18.79,27062.97,25,15%停利
2022空頭年,3:3:4分批,3105,穩懋,2022-10-17,2022-11-11,121.79,142.03,15.92,15363.31,25,15%停利
2022空頭年,3:3:4分批,2421,建準,2022-10-24,2022-10-26,36.79,34.62,-6.44,-4677.5,2,積分轉負
2022空頭年,3:3:4分批,6770,未知,2022-10-24,2022-10-26,30.73,30.18,-2.36,-1623.13,2,積分轉負
2022空頭年,3:3:4分批,2308,台達電,2022-10-24,2022-10-26,250.39,238.73,-5.23,-4290.24,2,積分轉負
2022空頭年,3:3:4分批,2303,聯電,2022-10-24,2022-11-15,32.28,38.01,17.07,41252.82,22,15%停利
2022空頭年,3:3:4分批,2412,未知,2022-10-31,2022-11-02,95.16,93.01,-2.84,-1296.1,2,積分轉負
2022空頭年,3:3:4分批,2356,英業達,2022-10-31,2022-11-03,21.42,20.54,-4.67,-3691.36,3,積分轉負
2022空頭年,3:3:4分批,6533,未知,2022-10-31,2022-11-11,391.67,488.0,23.85,15295.15,11,15%停利
2022空頭年,3:3:4分批,3587,閎康,2022-10-31,2022-11-15,116.86,117.28,-0.24,-92.07,15,積分轉負
2022空頭年,3:3:4分批,6643,M31,2022-11-07,2022-11-18,294.53,340.69,14.98,8772.82,11,15%停利
2022空頭年,3:3:4分批,2353,宏碁,2022-11-07,2022-11-22,20.79,20.71,-0.99,-407.61,15,積分轉負
2022空頭年,3:3:4分批,6488,未知,2022-11-14,2022-11-21,416.24,426.57,1.87,1477.02,7,積分轉負
2022空頭年,3:3:4分批,5347,未知,2022-11-14,2022-11-21,69.27,71.76,2.97,2288.37,7,觸發停損
2022空頭年,3:3:4分批,5483,未知,2022-11-14,2022-11-21,129.09,130.33,0.36,319.35,7,積分轉負
2022空頭年,3:3:4分批,3529,力旺,2022-11-14,2022-11-22,1374.9,1437.84,3.95,2181.77,8,積分轉負
2022空頭年,3:3:4分批,3711,日月光投控,2022-11-21,2022-12-08,83.73,83.32,-1.09,-1088.18,17,積分轉負
2022空頭年,3:3:4分批,3227,未知,2022-11-21,2022-12-08,81.18,81.34,-0.4,-684.24,17,積分轉負
2022空頭年,3:3:4分批,2357,華碩,2022-11-21,2022-12-08,221.76,220.26,-1.27,-2553.16,17,積分轉負
2022空頭年,3:3:4分批,1513,未知,2022-11-21,2022-12-08,53.81,56.65,4.67,5694.0,17,積分轉負
2022空頭年,3:3:4分批,1503,未知,2022-11-21,2022-12-08,53.92,55.57,2.45,2958.31,17,積分轉負
2022空頭年,3:3:4分批,6139,亞翔,2022-11-21,2022-12-20,30.2,32.05,5.5,7928.14,29,觸發停損
2022空頭年,3:3:4分批,5269,祥碩,2022-11-28,2022-11-30,690.11,684.56,-1.4,-1651.9,2,積分轉負
2022空頭年,3:3:4分批,3661,世芯-KY,2022-11-28,2022-12-06,868.42,872.32,-0.15,-125.4,8,積分轉負
2022空頭年,3:3:4分批,3587,閎康,2022-12-12,2022-12-15,139.81,137.68,-2.11,-446.2,3,積分轉負
2022空頭年,3:3:4分批,8050,未知,2022-12-12,2022-12-19,69.84,68.37,-2.69,-767.69,7,積分轉負
2022空頭年,3:3:4分批,6412,未知,2022-12-12,2022-12-19,60.38,59.72,-1.67,-1245.51,7,積分轉負
2022空頭年,3:3:4分批,8299,群聯,2022-12-12,2022-12-21,282.45,276.91,-2.55,-1382.82,9,積分轉負
2022空頭年,3:3:4分批,1513,未知,2022-12-12,2022-12-22,57.46,59.17,2.35,576.27,10,積分轉負
2022空頭年,3:3:4分批,2385,未知,2022-12-12,2022-12-27,68.12,68.29,-0.34,-451.32,15,積分轉負
2022空頭年,3:3:4分批,2412,未知,2022-12-12,2022-12-30,96.36,96.87,-0.06,-123.16,18,積分轉負
2022空頭年,3:3:4分批,3231,緯創,2022-12-19,2022-12-29,27.09,26.16,-4.02,-5706.45,10,積分轉負
2022空頭年,3:3:4分批,2357,華碩,2022-12-26,2022-12-30,223.55,220.67,-1.88,-973.66,4,積分轉負
2022空頭年,3:3:4分批,2356,英業達,2022-12-26,2022-12-30,22.91,64.0,177.65,129053.3,4,期末平倉
2022空頭年,3:3:4分批,2324,仁寶,2022-12-26,2022-12-30,19.71,36.55,84.34,59245.31,4,期末平倉
2022空頭年,3:3:4分批,1513,未知,2022-12-26,2022-12-30,59.71,157.5,162.21,61032.35,4,期末平倉
2022空頭年,3:3:4分批,2382,廣達,2022-12-26,2022-12-30,59.29,298.0,399.64,270206.95,4,期末平倉
2024多頭年,一次買完,6139,亞翔,2024-01-08,2024-01-11,153.26,144.06,-6.57,-4154.85,3,積分轉負
2024多頭年,一次買完,2301,未知,2024-01-08,2024-01-11,103.96,98.51,-5.81,-6861.43,3,積分轉負
2024多頭年,一次買完,3189,景碩,2024-01-08,2024-01-11,95.53,93.96,-2.22,-3390.35,3,積分轉負
2024多頭年,一次買完,2330,台積電,2024-01-08,2024-01-17,560.74,558.82,-0.94,-2297.42,9,積分轉負
2024多頭年,一次買完,6488,未知,2024-01-08,2024-01-17,543.62,535.27,-2.12,-2626.65,9,積分轉負
2024多頭年,一次買完,2385,未知,2024-01-08,2024-01-19,152.8,148.54,-3.37,-3344.43,11,積分轉負
2024多頭年,一次買完,5269,祥碩,2024-01-08,2024-01-24,1673.87,1721.02,2.2,1567.66,16,積分轉負
2024多頭年,一次買完,3034,聯詠,2024-01-08,2024-01-29,429.64,446.83,3.38,4299.09,21,積分轉負
2024多頭年,一次買完,6531,愛普*,2024-01-15,2024-01-19,513.7,494.63,-4.29,-1450.46,4,積分轉負
2024多頭年,一次買完,6643,M31,2024-01-15,2024-01-26,1039.1,1260.89,20.62,58764.66,11,15%停利
2024多頭年,一次買完,2059,川湖,2024-01-22,2024-01-26,1051.25,977.91,-7.53,-15538.2,4,積分轉負
2024多頭年,一次買完,2383,台光電,2024-01-22,2024-01-26,420.36,400.09,-5.39,-3658.23,4,積分轉負
2024多頭年,一次買完,3231,緯創,2024-01-22,2024-02-01,106.1,104.73,-1.88,-4078.22,10,積分轉負
2024多頭年,一次買完,1519,未知,2024-01-29,2024-02-01,285.69,352.51,22.65,16119.47,3,15%停利
2024多頭年,一次買完,2330,台積電,2024-01-29,2024-02-01,623.26,604.02,-3.67,-7763.91,3,積分轉負
2024多頭年,一次買完,2421,建準,2024-01-29,2024-02-15,105.74,124.72,17.24,12166.56,17,15%停利
2024多頭年,一次買完,5434,未知,2024-01-29,2024-02-22,169.54,174.48,2.3,5542.49,24,積分轉負
2024多頭年,一次買完,3037,欣興,2024-01-29,2024-02-27,172.5,173.47,-0.04,-42.8,29,觸發停損
2024多頭年,一次買完,2313,華通,2024-01-29,2024-02-27,66.15,70.25,5.56,5625.49,29,觸發停損
2024多頭年,一次買完,2383,台光電,2024-02-05,2024-02-21,480.2,475.38,-1.6,-3540.66,16,積分轉負
2024多頭年,一次買完,3081,聯亞,2024-02-05,2024-02-22,118.76,140.89,17.92,50662.47,17,15%停利
2024多頭年,一次買完,2376,技嘉,2024-02-19,2024-02-21,332.66,315.42,-5.75,-4757.84,2,積分轉負
2024多頭年,一次買完,3131,弘塑,2024-02-26,2024-03-05,805.84,956.1,17.94,23502.56,8,15%停利
2024多頭年,一次買完,6719,未知,2024-02-26,2024-03-07,296.05,280.14,-5.94,-12575.73,10,積分轉負
2024多頭年,一次買完,1519,未知,2024-02-26,2024-03-08,388.63,362.63,-7.25,-7587.14,11,積分轉負
2024多頭年,一次買完,3653,健策,2024-02-26,2024-03-11,893.51,929.65,3.42,5115.82,14,積分轉負
2024多頭年,一次買完,3413,未知,2024-02-26,2024-03-11,221.16,217.15,-2.4,-1636.41,14,積分轉負
2024多頭年,一次買完,2454,聯發科,2024-02-26,2024-03-15,1021.85,1040.18,1.18,2490.41,18,積分轉負
2024多頭年,一次買完,2455,全新,2024-03-04,2024-03-11,172.77,163.7,-5.82,-12466.18,7,積分轉負
2024多頭年,一次買完,2449,京元電子,2024-03-11,2024-03-13,96.14,96.59,-0.14,-106.81,2,積分轉負
2024多頭年,一次買完,2317,鴻海,2024-03-11,2024-03-15,100.04,120.6,19.83,57106.42,4,15%停利
2024多頭年,一次買完,2404,未知,2024-03-11,2024-03-15,338.86,301.06,-11.69,-17847.45,4,觸發停損
2024多頭年,一次買完,2385,未知,2024-03-11,2024-03-18,186.85,215.37,14.57,16293.14,7,15%停利
2024多頭年,一次買完,3037,欣興,2024-03-11,2024-03-26,171.53,184.13,6.7,10575.09,15,觸發停損
2024多頭年,一次買完,3324,雙鴻,2024-03-11,2024-04-01,606.16,697.86,14.44,12435.1,21,15%停利
2024多頭年,一次買完,5269,祥碩,2024-03-18,2024-03-20,2168.96,2074.65,-4.92,-5220.57,2,積分轉負
2024多頭年,一次買完,1503,未知,2024-03-18,2024-03-21,212.52,251.15,17.47,16590.28,3,15%停利
2024多頭年,一次買完,3034,聯詠,2024-03-18,2024-03-25,519.87,506.12,-3.23,-5976.45,7,積分轉負
2024多頭年,一次買完,8046,南電,2024-03-18,2024-03-25,202.59,200.19,-1.78,-3665.12,7,積分轉負
2024多頭年,一次買完,5347,未知,2024-03-18,2024-03-27,75.74,77.82,2.13,4917.84,9,積分轉負
2024多頭年,一次買完,2317,鴻海,2024-03-18,2024-04-02,124.25,145.27,16.21,11999.85,15,15%停利
2024多頭年,一次買完,2421,建準,2024-03-25,2024-04-03,113.42,116.14,1.78,3175.75,9,積分轉負
2024多頭年,一次買完,3533,嘉澤,2024-03-25,2024-04-09,1304.38,1529.6,16.56,31045.06,15,15%停利
2024多頭年,一次買完,6274,台燿,2024-03-25,2024-04-11,155.11,170.8,9.46,21563.87,17,積分轉負
2024多頭年,一次買完,2492,未知,2024-04-01,2024-04-09,117.47,111.31,-5.81,-11924.98,8,積分轉負
2024多頭年,一次買完,6213,聯茂,2024-04-01,2024-04-10,102.58,118.88,15.19,45245.72,9,15%停利
2024多頭年,一次買完,6139,亞翔,2024-04-08,2024-04-12,269.23,339.21,25.24,67585.07,4,15%停利
2024多頭年,一次買完,6415,未知,2024-04-15,2024-04-17,390.89,363.29,-7.62,-19099.03,2,積分轉負
2024多頭年,一次買完,6515,穎崴,2024-04-15,2024-04-19,851.99,789.42,-7.9,-20352.11,4,積分轉負
2024多頭年,一次買完,3017,奇鋐,2024-04-15,2024-04-22,603.54,555.53,-8.51,-15284.73,7,積分轉負
2024多頭年,一次買完,5434,未知,2024-04-15,2024-04-24,223.05,228.0,1.61,5010.19,9,積分轉負
2024多頭年,一次買完,2412,未知,2024-04-22,2024-04-26,111.92,110.14,-2.18,-13767.17,4,積分轉負
2024多頭年,一次買完,2301,未知,2024-04-22,2024-05-03,89.75,92.44,2.38,4322.54,11,積分轉負
2024多頭年,一次買完,2492,未知,2024-04-22,2024-05-10,100.89,107.05,5.47,8782.78,18,積分轉負
2024多頭年,一次買完,3532,未知,2024-04-29,2024-05-02,171.55,163.51,-5.25,-11475.65,3,積分轉負
2024多頭年,一次買完,6274,台燿,2024-04-29,2024-05-07,173.56,172.14,-1.41,-1755.25,8,積分轉負
2024多頭年,一次買完,3443,創意,2024-04-29,2024-05-10,1321.21,1233.78,-7.18,-8750.87,11,積分轉負
2024多頭年,一次買完,6214,未知,2024-04-29,2024-05-10,109.92,107.73,-2.58,-4682.29,11,積分轉負
2024多頭年,一次買完,2317,鴻海,2024-04-29,2024-05-20,144.81,153.03,5.05,8550.42,21,積分轉負
2024多頭年,一次買完,8996,高力,2024-04-29,2024-05-23,385.98,468.28,20.59,24283.88,24,15%停利
2024多頭年,一次買完,2357,華碩,2024-05-06,2024-05-16,387.2,445.47,14.36,56432.34,10,15%停利
2024多頭年,一次買完,6269,未知,2024-05-13,2024-05-21,95.81,92.58,-3.94,-8713.27,8,積分轉負
2024多頭年,一次買完,2454,聯發科,2024-05-13,2024-05-27,1021.85,1177.65,14.56,25740.78,14,15%停利
2024多頭年,一次買完,8210,勤誠,2024-05-13,2024-05-30,285.02,302.27,5.42,6272.86,17,觸發停損
2024多頭年,一次買完,6206,未知,2024-05-13,2024-06-04,78.2,86.9,10.47,7147.81,22,觸發停損
2024多頭年,一次買完,5347,未知,2024-05-20,2024-06-04,89.28,92.98,3.52,12416.2,15,積分轉負
2024多頭年,一次買完,3443,創意,2024-05-20,2024-06-14,1418.36,1535.14,7.59,20810.76,25,積分轉負
2024多頭年,一次買完,6415,未知,2024-05-27,2024-05-30,471.24,461.38,-2.68,-5166.36,3,積分轉負
2024多頭年,一次買完,2345,智邦,2024-05-27,2024-06-11,493.51,507.92,2.3,2067.65,15,積分轉負
2024多頭年,一次買完,2454,聯發科,2024-05-27,2024-06-19,1177.65,1360.94,14.87,40703.55,23,15%停利
2024多頭年,一次買完,1560,未知,2024-06-03,2024-06-05,281.69,273.44,-3.51,-3415.86,2,積分轉負
2024多頭年,一次買完,3013,晟銘電,2024-06-03,2024-06-07,93.65,90.68,-3.74,-7959.13,4,積分轉負
2024多頭年,一次買完,3529,力旺,2024-06-17,2024-06-21,2659.64,2556.97,-4.44,-14516.13,4,積分轉負
2024多頭年,一次買完,6415,未知,2024-06-17,2024-06-25,517.58,492.93,-5.33,-14877.09,8,積分轉負
2024多頭年,一次買完,3035,智原,2024-06-17,2024-06-25,313.35,301.82,-4.26,-16732.1,8,積分轉負
2024多頭年,一次買完,2455,全新,2024-06-24,2024-06-26,166.78,152.76,-8.95,-11451.69,2,積分轉負
2024多頭年,一次買完,2449,京元電子,2024-06-24,2024-07-02,102.38,99.26,-3.62,-4846.32,8,積分轉負
2024多頭年,一次買完,5483,未知,2024-06-24,2024-07-03,192.98,196.15,1.03,2907.96,9,積分轉負
2024多頭年,一次買完,1503,未知,2024-06-24,2024-07-09,273.3,272.36,-0.94,-351.38,15,積分轉負
2024多頭年,一次買完,2368,金像電,2024-06-24,2024-07-11,195.08,213.59,8.83,15188.85,17,積分轉負
2024多頭年,一次買完,5434,未知,2024-07-01,2024-07-03,259.91,253.85,-2.92,-2397.05,2,積分轉負
2024多頭年,一次買完,3131,弘塑,2024-07-01,2024-07-11,1354.23,1301.59,-4.46,-5676.96,10,積分轉負
