bucket,n,mean,median,win_rate
0.非同買日,1108,0.25569494584837543,-0.54,45.12635379061371
1.一般同買(未達大買門檻),1425,-0.07017543859649125,-0.39,45.19298245614035
2.大買(A或B單一達標),710,0.5012957746478873,-0.22999999999999998,45.774647887323944
3.大買(A且B都達標),216,0.01083333333333334,-0.225,45.370370370370374
