bucket,n,mean,median,win_rate
0.非同買日,1108,0.25569494584837543,-0.54,45.12635379061371
1.一般同買(未達大買門檻),674,-0.3056083086053413,-0.485,45.103857566765576
2.大買(A或B單一達標),1002,0.3297205588822355,-0.395,44.81037924151697
3.大買(A且B都達標),675,0.19831111111111113,-0.2,46.51851851851852
