ticker,buy_date,sell_date,entry_regime,buy_price,sell_price,reason,pnl_pct,pnl,hold_days,final_stage
3231,2026-07-20,2026-07-24,空頭,152.99,179.0,保本停利(直接出清),16.3,27718.6,4,3
5434,2026-06-29,2026-07-28,空頭,536.03,517.0,高點打折鎖利,-4.13,-11172.42,29,3
6533,2026-07-20,2026-07-28,空頭,233.44,204.5,高點打折鎖利,-12.92,-14060.91,8,3
6643,2026-07-20,2026-07-29,空頭,423.37,378.0,防線B(破支撐),-11.25,-10445.19,9,3
2317,2026-07-27,2026-07-30,空頭,253.0,229.5,防線B(破支撐),-9.83,-12052.2,3,1
3443,2026-05-11,2026-08-07,多頭,5704.01,4545.0,期末平倉,-20.8,-207545.35,88,3
2412,2026-07-20,2026-08-07,空頭,138.8,137.5,期末平倉,-1.53,-6103.76,18,3
3231,2026-07-27,2026-08-07,空頭,180.18,183.5,期末平倉,1.23,3345.28,11,3
3034,2026-07-27,2026-08-07,空頭,518.7,542.0,期末平倉,3.87,12378.38,11,3
3653,2026-08-03,2026-08-07,空頭,3948.62,4380.0,期末平倉,10.26,13327.0,4,2
3017,2026-08-03,2026-08-07,空頭,2574.76,2785.0,期末平倉,7.52,9832.77,4,2
2454,2026-08-03,2026-08-07,空頭,3887.37,3900.0,期末平倉,-0.28,-352.28,4,2
2317,2026-08-03,2026-08-07,空頭,251.49,260.0,期末平倉,2.76,5822.46,4,2
